,NAME,NATIONALITY_STATE_CODE,STATE_OF_RESIDENCE_CODE
242504,"KOLB, Alfred",DE,DE
860296,"ZUSHI, Michitaka",JP,JP
1815575,"YUSHKEVICH, Paul, A.",US,US
280818,"MESSERSCHMID, Hans",DE,DE
1031687,HARADA Takeshi,JP,JP
554009,"CUQ, Jean",FR,FR
1825552,"MEGGS, Keith, G.",US,US
779358,"LEE, Ya Ling",SG,SG
1129998,"BAEK, hyo-hoon",KR,KR
147710,"YUAN, Jingmei",CN,CN
1847069,"BECK, David, C.",US,US
906288,"MORIYA, Tadashi",JP,JP
1752403,"MANTEFUEL, Richard, L.",US,US
1658256,"STARMANS, Maud H., W.",NL,NL
1579389,"POULOS, Jason",US,US
11927,"FORTUNE, Geoffrey, James",AU,AU
1772344,"SHU, William Chiu-Ting",US,US
1471679,"BUSHBERG, Jerrold, T.",US,US
416512,"MULLER, Ralph",CH,CH
932792,"SATAKE, Masayuki",JP,JP
1293534,"ZHUANG, Jim",US,US
580963,"HAAS, Gaby",**,FR
765102,"TOPOLKARAEV, Vasily, Aramovich",RU,US
933823,"YOGO, Toshinobu",JP,JP
173873,"BERGMANN, Johannes",DE,DE
1187433,"GRIGORIEV, Sergei Valerievich",RU,RU
1728087,"MULLER, Peter, H.",DE,US
448680,"STOCKKAMP, Dieter",DE,DE
1753543,"ALLEN, Edward P.",US,US
700815,"KUSMANTO, Febe Ambarsari",ID,GB
1852567,"MARTTER, Richard P.",US,US
1173415,"WIGGINS, Philippa",NZ,NZ
393280,"BERNARD, Gilles",FR,FR
711166,"LABBETT, John",GB,GB
838058,"ORZA, Pasquale",IT,IT
522970,"MATEO DOMINGO, Carlos",ES,ES
1681767,"CASSEL, Jonathan M.",US,US
127756,"ZHANG, Liangliang",CN,CN
1637388,"HELTAI, Paul, A.",IL,US
1462433,"WANG, Weihua",CN,US
1164690,"ERIKSEN, Bernt",NO,NO
1640500,"MERTENS, Steven P.",US,US
70123,"DUNK, Craig, A.",CA,CA
330779,"WALZEL, Bernd",DE,FR
105362,"MCEVOY, Noel",CH,CH
1121791,"SUK, Kyoung Ho",KR,KR
1583711,"HATOUM-MOKDAD, Holia N.",US,US
1397129,"KIM, Han-Je",KR,US
359609,"PERSSON, Helena, K",SE,SE
1449969,"LIEN, Chuen-Der",US,US
910197,"SHINOBUDANI, Koji",JP,JP
461237,"GANZINGA, Willem, Sievert",NL,NL
1448667,"ARMSTRONG, Peter, David",GB,GB
1826864,"MURPHY, Matthew, G.",US,US
1228363,"TAN, Seng Gee",MY,MY
1495089,"GRAZIANI, Kenneth, R.",US,US
265131,"OTTO, Hermann-Rainer",DE,DE
1704768,"CLARK, David, Scott",US,US
648396,"HUGUES, James, Raymond",GB,GB
703548,"SUPPER, Ben",GB,GB
1226608,"GIAMBIAGI, Pablo Eduardo",SE,SE
1255980,"THOMAS, Brian, J.",US,US
1042580,"HONGO, Takayoshi",JP,JP
499375,"YANAR, Tuncay Erhan",TR,TR
269203,"BRACHT, Stefan",DE,DE
203950,"GOTTFRIEDSEN, Jochen",DE,DE
345033,"KUFFEL, Lothar",DE,DE
1342264,"SIESEL, Jeffrey, L.",US,US
1221958,"HASHEMZADEH, Parham",IR,SE
160515,"JACKA, Marcus",GB,GB
1641365,"GREGER, William, Brian",US,US
1396074,"CAPOZZI, Ronald",US,US
1848862,"DITHRICH, Eric",US,US
1825124,"BILLER, Kevin, M.",US,US
1761097,"KADAH, Hassan, B.",US,US
1752905,"FENN, Percy T.,",US,US
904425,"OGAWA, Tomoyuki",JP,JP
1016454,"OGURA, Kohei",JP,JP
785757,"PORTINARI, Gianni",IT,IT
1793186,"BRUCE, Allan, J.",US,US
1401319,"SCARIA, Puthupparampil, V.",US,US
338161,"POLEDNIE, Thomas",DE,DE
1321078,"COLLINS, Henry",GB,GB
576930,"FAVERJON, FrEdEric",FR,FR
1162853,"WITZIG, Walter",CH,CH
829358,"VELLANKI, Siva Rama Prasad",IN,IN
903317,"HIDAKI, Yasuaki",JP,JP
338399,"MOORE, Hollis, H.",US,US
1363781,"REDFIELD, John, M.",US,US
1630179,"SHEN, Junjiang",CN,US
1078968,"LEE, Sangjin",KR,KR
775245,SAKOTA Ranko,IT,IT
1757596,"MCKEEN, Francis X.",US,US
1456239,"DEMBRY, Paul, E.",US,US
379688,"SMEETS, Eric, Petrus, Wilhelmus, Elisabeth",NL,NL
150002,"SU, Dexian",CN,CN
1652601,"KABIR, Mohammad, Ehsanul",BD,CA
260413,"LEROUX, Jean-Christopher",CA,CH
563109,"DUBRUILLE, Alain",FR,FR
397803,"SIGRIST, Markus",CH,CH
426424,"JANTON, Peter",DE,DE
1173994,"SHORT, Tony",NZ,NZ
1490722,"VERGHESE, Kandathil, Eapen",IN,US
980106,"TSUCHIYA, Kiyosumi",JP,JP
206210,"PINEAU, Eric",FR,FR
1195677,"GRIBOV, Aleksei Igorevich",RU,RU
86697,"MINER, Carla",CA,CA
1287009,"THESSIN, Tyler, R.",US,US
1842986,"P.S., Jayakrishna",IN,IN
767856,"PAK, Oleg Alfonsovich",RU,RU
590876,"BOTTERO, Jean-Claude",FR,FR
905321,"HWANG, Jae-Ho",KR,KR
394533,"ABELE, Werner",DE,DE
392641,"BOTTREAU, Vincent",FR,FR
610745,"CHARY, Olivier",FR,FR
559118,"MAZEROLLES, Pierre",FR,FR
1265838,"WILLIAMS, Robert, M.",US,US
585985,"JEROU, Tahar",TN,FR
59573,"VRBA, Cenek, H.",CA,CA
586275,"MARCHISSEAU, Michel",--,FR
1394988,"USTYUGOV, Oleksiy, A.",UA,UA
1157837,"DUURSMA, Gerrit",NL,NL
847419,"FUJIWARA, Michinobu",JP,JP
710739,"MACINTYRE-CATHLES, Julia Elaine",AU,GB
408603,"HAMILTON, Carl, Viktor",SE,SE
1850561,"FENG, Jianjun",US,US
1173728,"BRILL, Matthew, Lloyd",NZ,NZ
359482,"HARTING, Hendrik",DE,DE
1786727,"ZHOU, Ding",CN,CN
760791,"DUPUIS, Patrick",FR,FR
1666067,"ACOSTA, Evelio",US,US
1184044,"FINEVICH, Valentina Petrovna",RU,RU
1258921,"BLACK, Steven, A.",US,US
1480944,"DE MOLINA, Simon A.",BE,BE
574846,"PAVILLET, Robert",FR,FR
262583,"BASTIANSEN, Bernd",DE,DE
1614577,"AMARA, John, P.",US,US
566899,"MARTIN, Jacqueline",FR,FR
236082,"VEMMER, Helmut",DE,DE
237895,"BECKER, Annette",DE,DE
640760,"STANDEN, Michael, Charles, Henry",GB,US
599383,"RUFFLE, Pascal",FR,FR
695398,"MARI, Jean, Martial",FR,GB
767322,"DALLA BETTA, Ralph Albert",US,US
1706086,"WAITE, Donald, A.",US,US
1739034,"TURNER, Ronnie, Glenn",US,US
237565,"WAHHOUD, Adnan",SY,DE
1074936,"PAVLOV, E., P.",RU,KR
1485067,"SLOMP, Marcel",NL,NL
1140554,"IM, Dong Joong",KR,KR
1072088,"LEE, Un, Koo",KR,KR
1804352,"LAYSON, Hoyt M.",US,US
1611532,"ROSENFELD, Myrna",US,US
991904,"INAOKA, Kentarou",JP,JP
1290550,"GELMAN, Irwin",US,US
316160,"KERSTING, Hans-Josef",DE,DE
1646513,"WATSON, Keith",CA,US
1333805,"TIBBETTS, Scott",US,US
1165085,"GLITTUM, Geir",NO,NO
25069,"CHO, Sai, Wah",CN,CN
675487,"ORFORD, Robert, Nicholas, Charles",GB,GB
1283627,"ROUILLARD, Jacques, R.",US,US
1296226,"PENA, Mario",US,US
1534676,"HARRIS, Linda, G.",US,US
1405270,"PRUSS, Karl",US,US
1677561,"ARNESON, Kenneth, A.",US,US
595484,"BERNARDIN, Nicolas",FR,FR
1367399,"MURPHY,, Jim",US,US
1582838,"BLACKBURN, Dane",US,US
787157,"UNATES, Diego Rafael",AR,AR
1464537,"BRAY, Kenneth",US,US
323631,"BARRON, Edouard",FR,FR
1085915,"OH, Sang-Keun",KR,KR
1288072,"KROLL, Michael, I.",US,US
688951,"WILLIAMS, Justin, Hereward, Gwilym",GB,GB
1055753,"TANAHASHI, Hisayuki",JP,JP
850700,"MAEDA, Keiko",JP,JP
734702,"LOS, Remco",NL,PE
472169,"MUELLER, Ann-Kristin",DE,DE
855279,"HIRAI, Yoshikatu",JP,JP
751423,"ALANEN, Kimmo, Marko, Tapani",FI,FI
1624861,"DONALDSON, Stuart G.",US,US
407263,"PUTH, Thomas",DE,DE
1430658,"NAZZAL, Gregory, R.",US,US
1146447,"VAN OEVEREN, Jacobus, Johannes",NL,BE
1211238,"LAGERBERG, Stig",SE,SE
393825,"CLUTTON, Edward Quentin",GB,GB
122104,"DUAN, Deyu",CN,CN
1763693,"WENDLING, Matthew T.",US,US
107928,"STEFFEN, Werner",CH,CH
1631407,"GRAF, Kermit",US,US
328776,"HEINZE, Fridbert",DE,DE
1447627,"DOBBINS, Jeffrey",US,US
18843,"HOOPER, John, David",AU,AU
1081098,"CHUNG, Won-Yoon",KR,KR
189914,"GRASS, Uwe",DE,DE
419549,"NURNBERGER, Thomas",DE,DE
1353879,"FINGER, Keith, E.",US,US
825187,"ADARSHA RAO, Shimoga, Janakiram",IN,IN
1628294,"GLINSMAN, Brian, James",US,US
810504,"EREZ, Nahum",IL,IL
217257,"RASMUSSEN, So /ren, Ejvind",DK,DK
1241334,"CAGLAYAN, Mufit",TR,TR
160791,"RYTSCHKOWA, Svetlana",RU,RU
125120,"YE, Fanglin",CN,CN
660739,"WILLETT, Peter",GB,GB
897202,"SHIMIZU, Eisaku",JP,JP
1031466,"IWAMOTO, Sachio",JP,JP
198455,"HEIDRICH, Frank",DE,DE
88969,"CLARK, David",CA,CA
1654694,"RUDIGER, Wolfram, A.",US,US
1252483,"LIJEWSKI, Linda, M.",CA,US
1476385,"STINSON, David, T.",US,US
1829980,"SCEARCE, David, A.",US,US
659823,"BROOKES, Jocelyn Asher Simon",GB,GB
473714,"LICKES, Marion",DE,DE
582206,"VEDRINE, Lionel",FR,FR
1248657,"PAYNE, Peter, Rowland",US,US
408614,"ADIGUZEL, Omer",TR,DE
1673728,"HOLLENBACH, Paul",US,US
1810469,"AMAITIS, Lee",US,US
417957,"ROBINSON, Louisa",GB,GB
1822129,"KELBE, Peter, W.",US,US
786525,"VOLLERT, Hegall, Prof. Dr. med.",DE,DE
1051308,"KOITABASHI, Ryuji",JP,JP
1086077,"CHOI, Ock-Soon",KR,KR
1427549,"SAFFARI, Bahman",US,US
909662,"AMINAKA, Eiichiro",JP,JP
1690796,"MONTBACH, Erica",US,US
1611175,"ZHANG, Xiong-Jie",CN,CN
1531122,"MATTSON, Peter, H.",US,US
1663867,"ROMINE, Grady, L.",US,US
749584,"GHOSH, Prasanta, Kumar",IN,IN
675767,"CRAIB, Stuart, A.",GB,GB
1530597,"KIMMEL, Mark",US,US
1468845,"LEVIN, Andrew, E.",US,US
1555462,"VERTIKOV, Andrey P.",RU,US
1189301,"KURASHOVA, Viktor Mikhailovich",RU,RU
674354,"SMITH, Ian, Harold",GB,GB
294598,"BETZ, Reinhold",DE,DE
609892,"DESSE, Jean-Michel",FR,FR
628651,"LESTER, Andrew",GB,GB
1081512,"KIM, Seung-Bin",KR,KR
453865,"GUSTAVSSON, Eric",SE,SE
1762164,"SAGO, James, Alan",US,US
1761397,"BARGER, Mark",US,US
1690869,"GANESAN, Prasanna",IN,US
321532,"ROMAGNOLI, Amerigo",IT,IT
909917,"TSUJIMOTO, Hiroshi",JP,JP
584763,"BALDI, Pascal",FR,FR
900063,"PARK, Chan Hee",KR,KR
668254,"ALI, Ahmed",GB,GB
1688935,"MEEUSEN, Richard, A.",US,US
927016,"KADOTA, Akira",JP,JP
1446376,"STANDJORD, Lee, K.",US,US
1534682,"LI, Quinghua",CN,US
407041,"MARTIN, Philippe",BE,BE
1672993,"DU HART IV, John, H.",US,US
126502,"LU, Liqun",CN,CN
1271944,"KELLY, Mary, (Mae), Hughes",US,US
75768,"TO, Ivan",CA,CA
1374225,"TERAI, Hidetomi",JP,JP
63833,"EVANS, John, D.",CA,CA
1054451,"SUESHIGE, Keiichiro",JP,JP
492885,"SCHIFFERLI, Gwendolin",DE,DE
1432773,"HORWITZ, Colin, P.",US,US
462846,"ROLSTED, Niels, Pryds",DK,DK
1095242,"CHO, Suk Hee",KR,KR
78044,"GLASER, Byron",US,US
913266,"MATSUI, Saburo",JP,JP
27687,"BOOTHMAN, Robert, John",AU,AU
1230349,"CHOW, Sou Chian, Larry",SG,SG
246359,"STRAKA, Alfred",DE,DE
604643,"SERRUGHETTI, Dominique",FR,FR
1220902,"BERTRAND, RiviEre",FR,FR
981100,"OZAWA, Atsumasa",JP,JP
1420689,"RAFTER, John, A.",US,US
306294,"ZEILER, Dieter",DE,DE
922676,"SUGITA, Yoshiharu",JP,JP
459135,"GOKSU, Salih",TR,TR
528264,"LIZARRALDE DORRONSORO, Rafael",ES,ES
619023,"DEVINE, John",GB,GB
787980,"OKSANEN, Ilkka Antero",FI,FI
1535927,"FINN, Matthew, Alan",US,US
1596188,"SARGEANT, Steven",US,US
740876,"VINK, Jan",NL,NL
206990,"ROSEMEIER, Thomas",DE,DE
1229386,"CHAN, Ying Kwok",SG,SG
1233457,"TEO, Kay Heng",SG,SG
951457,"AOKI, Katsuji",JP,JP
754404,"GOUD, Leendert, H.",NL,NL
934445,"ASAUMI, Rei",JP,JP
1121051,"HWANG, Chul-Min",KR,KR
1225703,"JAEGER, Magnus",SE,SE
201557,"FORTHUBER, Herbert",DE,DE
1188607,"SEIN, Vladimir Alexeevich",RU,RU
1859740,"EEK, Frederick, Peter",ZA,ZA
639446,"MACKINNON, Ian, Malcolm",GB,GB
283432,"MUHLECK, Peter",DE,DE
898368,"NIWA, Hiroshi",JP,JP
1020271,OZAKI Hidenori,JP,JP
493583,"ANQUETIL, Jean-Yves",FR,FR
1244809,"BATEMAN, Glenn",US,US
863913,"SUNAMURA, Kazuhiro",JP,JP
299452,"WESTRUP, Dirk",DE,DE
236365,"MICHALSKI, Dieter",DE,DE
585993,"PHILBE, Jean-Luc",FR,FR
1003942,"KAMIYA, Nobuto",JP,JP
1207280,"GESTRELIUS, Staffan",SE,SE
1280250,"RAMACHANDRAN, Pallassana",US,US
392397,"VILBORG, Brian",SE,FR
1029763,KAWANO Hitoshi,JP,JP
1548226,"CHONG, SiewYen",MY,US
585276,"CONAN, JoEl",FR,FR
258982,"HENNEKES, Hartwig",DE,DE
838938,"MERCOLINI, Pasqualina",IT,IT
419223,"ROY, Pierre-Jean",FR,FR
941428,"KIKUMOTO, Shigeyuki",JP,JP
683628,"GREENWOOD, John, Robert",GB,GB
1348815,"BITTNER, John",US,US
1554029,"REINHARDT, Catherine, E.",US,US
123834,"ZHANG, Xun",US,CN
611759,"LUCAS, Gregory",FR,FR
620501,"SMITH, Garry, Brian",GB,GB
452888,"VUNDERINK, Albert",NL,DE
1271536,"SANESE, Christopher, N.",US,US
460075,"LEHNHARDT, Jan",DE,DE
518005,"MARCOS CARTAS, Vicente Angel",ES,ES
1208073,"BLOM, Carl, Gustaf",SE,SE
1775198,"SEMIDEY, S., Andrew",US,US
131101,"ZHONG, Haoming",CN,CN
782534,"KROSNICKI, Guillaume",FR,FR
1227980,"VASNANI, Vinod, Udharam",SG,SG
1062116,MATSUOKA Shinji,JP,JP
706587,"MORTIMER, Alan Denton",GB,GB
869963,"KOUZAKI, Yuji",JP,JP
1269476,"RICHARDS, Donald, Clyde",US,US
276859,"BOLDT, Frank",DE,DE
892698,"MIZUSAKI, Masanobu",JP,JP
184441,"MANG, Wilhelm",DE,DE
1132748,"AHN, Sungdae",KR,KR
1603046,"SCRUTON, Jay, F.",US,US
748487,"LAMPO, Pierre-Yves",CH,CH
568036,"SCHNARR, Manfred",FR,FR
665028,"COOMBES, James, Eric",GB,GB
773725,"LOMBARDI, Matteo",IT,IT
260107,"HASHEMI, Seyed, Masoud",IR,DE
1013021,"KATAOKA, Syoichi",JP,JP
166328,"NAUMANN, Dieter",DE,DE
1641158,"MADENJIAN, Arthur, R.",US,US
1640741,"HRYCAUK, Natasha, Gaye",CA,CA
766325,"SAGISAKA, Atsushi",JP,JP
719138,"KUTTEL, Richard",CH,CH
89268,"GONIA, Matt",US,US
77164,"MIKA, Alicja M.",CA,CA
40011,"CHESSUM, Gordon",AU,AU
1052891,"SHIIKI, Motoharu",JP,JP
468466,"WALDNER, Rupert",IT,IT
352535,"GONZALEZ, ANDREU",ES,ES
1781560,"MELANCON, Jeffrey Thomas",US,US
1130478,"YUN, Sang Ki",KR,KR
883562,"OKADA, Tomio",JP,JP
994352,"YOSHIKUBO, Takashi",JP,JP
854720,"OHSAWA, Fukuichi",JP,JP
641593,"BLISSETT, Carl, Michael",GB,GB
598217,"COJOCARU, Costel Sorin",RO,FR
1138178,"PARK, Sung Keun",KR,KR
1177521,"FORD, Stephen",NZ,NZ
1248030,"BARKS, Robert, W.",US,US
1102759,"PARK, Seung-joon",KR,KR
873395,"YOSHIZAWA, Toshihiro",JP,JP
708954,"SAINSBURY, James",GB,GB
314877,"BIRAGHI, Tommaso",IT,IT
821791,"NASKAR, Milan, Kanti",IN,IN
933887,"YOSHII, Orio",JP,JP
1764737,"THOMPSON, Stephen, Michael",US,US
725972,"LUCK, Dieter, Gerhard",DE,ZA
1070226,HANAOKA Taira,JP,JP
759227,"LA SORDA, TERENCE D.",US,US
1481449,"MILLER, Robert J",US,US
834596,"BORRUTO, Adelina, Teresa, Maria",IT,IT
1744477,"WAN, Yiqin",CN,US
710150,"JARVIS, Leslie David",GB,GB
1198356,"KLIMOV, Andrey Valerievich",RU,RU
1825559,"WEISS, Danielle",US,US
1202539,"AKERBLOM, Ake",SE,SE
824568,"MEGDE, Makarand, Renukadas",IN,IN
930725,"UCHIDA, Susumu",JP,JP
1673538,"DREFS, Martin, J.",US,US
957002,"FUJII, Kaoru",JP,JP
630673,"APHORNRATANA, Satha",**,GB
1710995,"LOUNSBERRY, Edward",US,US
1443333,"FAI, Sampson, Chun",CA,CA
164932,"SIEGERT, Martin",DE,DE
1529858,"KAREDES, Edward, J.",US,US
362978,"BEIER, Edgar",DE,DE
116426,"LIU, Jianli",CN,CN
619633,"BURKE, James, Rhodri",GB,GB
1050909,YAMAGUCHI Hiroo,JP,JP
863661,"AIKAWA, Yukihiko",JP,JP
746551,"BERIC, Aleksandar",YU,NL
1338497,"DAVIES, Robert, Bruce",US,US
1617479,"RASIZADE, Oktay, S.",RU,US
1222231,MANSSON Alf,SE,SE
1341836,"POLLOCK, Dan",US,US
1532627,"FUNG, Tin-Yau",US,US
352992,"LAZZERI, Francesco",IT,IT
200732,"SCHILINSKY, Pavel",DE,DE
1212503,"BRYNIELSSON, Thore",SE,SE
313995,"PAPOIAN, Ruben",US,CH
671524,"DRUMMOND, Euan",GB,GB
1663363,"VAYNBERG, Konstantin",US,US
283838,"SEEGER, Hartmut",DE,DE
483000,"KRAUCH, JosE Guillermo",DE,DE
862876,"YASUMASU, Takeshi",JP,JP
1359691,"AMES, Gregory, Churchill",US,US
1010275,"HIWASA, Masaya",JP,JP
931639,"KODATE, Manabu",JP,JP
1470960,"SUN, Qinfang",CN,US
696783,"TREECE, Graham Michael",GB,GB
491924,"PRZYBYSZ, Philipp",DE,DE
398236,"LENGRAND, Pascal",FR,FR
1245265,"FRANCIA, Ferminita, T.",US,US
619440,"COLLINS, Martin, Andrew",GB,GB
1501578,"BRISKIE, Donn, L.",US,US
457493,"SHUPP, Lauren, Marcy",US,US
564314,"DEVOS, Isabelle",FR,FR
813660,"FINE, Assa",IL,IL
966098,"NISHINO, Tatsuki",JP,JP
1499954,"SELIN, John, R.",US,US
1297572,"SCHMIDT, Michael, G.",US,US
1176963,"COLLECUTT, Gergory Raymond",NZ,AU
538527,"ALA-RANTALA, Martti",FI,FI
590364,"JAMES, Michel",FR,FR
876474,"SASO, Takashi",JP,JP
144455,"PENG, Qingfei",CN,CN
421746,"SPANGENBERG, Philipp, Paul",DE,DE
38711,"RAMAGE, Carl. McDonald",AU,AU
615121,"WILSON, John, Henry, George",GB,GB
919445,"EGUCHI, Takahiro",JP,JP
1685651,"FORDHAM-MEIER, Beth",US,US
1673419,"LIANG, Yafen",CN,US
224910,"SCHAMBYE, Hans, ThalsgArd",DK,DK
651385,"BENNETT, Ricky",GB,US
1820080,"ARMSTRONG, Charles",US,US
316365,"BRANDT, Konrad",DE,DE
1679478,"GEROVAC, Branko J.",US,US
1415099,"OLIVER, Guillermo",UY,US
1057150,YAMASHITA Ryozo,JP,JP
68149,"SCOLNICK, Edward",US,CA
857483,"ZANKA, Atuhiko",JP,JP
588242,"MAHE, Patrice",FR,FR
946924,"OKUDE, Takaaki",JP,JP
866185,"IWASHITA, Hiroyuki",JP,JP
1424192,"SUEMATSU, Satoru",JP,JP
1262494,"WEARLEY, Lorraine",US,US
1212204,"LEKARE, Gunilla",SE,SE
1167852,"ROSSEBO, Judith",NO,NO
6300,"LUZLBAUER, Adolf",AT,AT
231728,"LETH-PETERSEN, Sebastian",DK,DK
1071748,"LEE, Man, Ho",KR,KR
1267831,"NEISES, Gabrielle, R.",US,US
1228197,"CHUA, Kiong, Hua",SG,SG
132335,"ZHANG, Jingliu",CN,CN
744126,"BASEGGIO, Olivier",CH,CH
559489,"BENRABAH, Djamila",DZ,FR
314601,"KRIST, Bernd",DE,AT
299261,"DORN, Klaus",DE,US
168333,"HOGBERG, Bo",SE,SE
810733,"LEVINSON, Amy",IL,IL
188160,"HOFSASS, Roger",DE,DE
885137,"KADONAGA, Yasuo",JP,JP
150494,"LIANG, Shuguo",CN,CN
1114343,"KIM, Seon Hwa",KR,KR
1793499,"WHISNANT, Keith",US,US
1789117,"THORNTON, Joseph, P.",US,US
1018472,"YAMAKAWA, Junichi",JP,JP
368220,"DA PONT, Paolo",IT,IT
1168983,"MARKVARDSEN, Randi",NO,NO
568888,"BONILLA, FrEdEric",FR,FR
102985,"DERRER, Samuel",CH,CH
767092,"KAX, Lars",SE,SE
368756,"GROSS-LANGENHOFF, Marco",DE,DE
300791,"PENNDORF, JUrgen",**,DE
382256,"HAYDEN, Patrick",IE,IE
1233748,"CHUNG, Sydeny, Sheung, Chee",CN,CN
294939,"INGRISH, Stefan",DE,DE
747921,"VAN SINDEREN, Jan",NL,FR
1610193,"SOMER, Adam",CA,US
251570,"BINSMAIER, Werner",DE,DE
1159446,"LEENDERS, Gerardus Jozef Maria",NL,NL
1237292,"MUKHAMEDOV, Marat Khanafievich",SU,SU
881115,"TAMAMURA, Toshiaki",JP,JP
1785706,"CELEBI, Dogan",US,TR
1458483,"TURNER, Dennis W.",US,US
1493154,"POWALE, Lakshmikant, S.",IN,IN
27883,"MASLE, Josette",FR,AU
455838,"LEKMINE, Djamel",FR,FR
946917,"YOSHIOKA, Shuji",JP,JP
138617,"HONG, Zhigang",CN,CN
995161,"JIN, Tomofumi",JP,JP
1071004,KAWATA Motoshige,JP,JP
1846532,"ALDINGER, Lori",US,US
1697243,"KELLER, Patrice, Francois",FR,FR
410795,"LANGFORD, John, Steven",US,US
1646068,"LIN, Ethan",**,**
620622,"PROCTOR, Keith",GB,GB
1655959,"BRAUN, Minel, J.",DE,US
1834945,"KENZLE, Wilfred V.",US,US
825886,"GOHEL, Sunil Kumar, Vinubhai",IN,IN
210022,"DIEKMANN, Andreas",DE,DE
98044,"WIDMER, Gilbert",CH,CH
53364,"ARANDA, Donato, Alexandre, Gomes",BR,BR
1770359,"HURLEY, Patrick, Timothy",US,US
20232,"BALLANTYNE, Warren",AU,AU
1214651,"BARLOW, Glen",SE,SE
1537427,"TANG, Xinghai",CN,US
16674,"BAYLY, Mark, Simon",AU,AU
1784326,"WARING, Jeffrey, F.",US,US
1284243,"YEUNG, Miu-Choy",GB,GB
326960,"OBERHEITMANN, Boris",DE,DE
1531663,"VO, Chanh C.",US,US
236192,"EGNER-WATTER, Bruno",DE,DE
1530288,"ZHA, Jiping",US,US
1116105,"KIM, Woo Sik",KR,KR
1519804,"YUHAS, Andrew",US,US
1852960,"DELRYMPLE, Derek, A.",US,US
119939,"ZHENG, Ruobin",CN,CN
825898,"SARITHA, Syamala, Kumari, Sathyanandan",IN,IN
943497,"ASADA, Noriya",JP,JP
1277560,"CHOU, Ting-Chao",US,US
1292116,"BOGUSLAVSKY, Leonid, I.",US,US
1197340,TRESVYATSKIY Sergey Sergeevich,RU,RU
1482318,"DA SILVA, Marco",US,US
1019629,MITANI Yoshifumi,JP,JP
1334227,"VINBERG, Andres",SE,US
97393,"KASERMANN, Paul",CH,CH
1149532,"BOERTJENS, Abram, Jan",NL,NL
39415,"YAMANE, Koshiro",JP,JP
275295,"GANI, David",GB,GB
1176675,"BEALE, Andrew John",GB,NZ
380294,"LUSSE, Alfred-Michael",DE,DE
423744,"EL-RAHAIBY, Said, K.",US,US
1538444,"MAK, Tak",US,US
864130,"IZAWA, Akiko",JP,JP
853671,"KOSHIMURA, Atsushi",JP,JP
502657,"BERTRAND, Karine",FR,FR
1814043,"GRIMM, Daniel, N.",US,US
1521193,"NICOLAESCU, Ion, V.",US,US
1241648,"KOLUMAN, Selda",TR,TR
158932,"GARCIA MARTINEZ, Ciro",CU,CU
1484447,"BURKE, Adam, P.",US,US
1033039,"JINNO, Kazumoto",JP,JP
1546193,"BEKEMEYER, Scott",US,US
448682,"KUCK, Matthias",DE,DE
750301,"HIGGIN, Paul",GB,GB
1528839,"MHETAR, Vijay, R",IN,US
852849,"MIZUNO, Keisuke",JP,JP
894603,"SHIMIZU, Hideteru",JP,JP
2399,"FILSEGGER, Hermann",AT,AT
976957,"TAMAO, Kyouko",JP,JP
1793626,"BARRINGER, Jr., George, E.",US,US
218512,"HVARRE, John, Nikolaj",DK,DK
56393,"TEIXElRA FAJOLLI, MArcia Helena",BR,BR
507614,"RICE, Adam, Robert",GB,GB
164393,"RIXEN, Edgar",DE,DE
1728401,"JORDAN, Dave",US,US
1698618,"ONSTAD, David",US,US
814674,"KOSAKA, Masaru",JP,JP
1753397,"MOON, Eui, Jung",KR,US
243898,"CHANG, C., Allen",US,US
1563431,"APPARAO, Padma",IN,US
1564983,"BAILEY, Jeffrey, R.",US,US
790003,"KAMASINSKI, Karol",DE,DE
185528,"BAARE, Christoph",DE,DE
945703,"MUTO, Hideki",JP,JP
1235140,"POTOCNIK, Josko",SI,SI
838797,REMO Gianni,IT,IT
1406236,"KAPLAN, Alan",US,US
1571732,"PEREPETCHAI, Valeri",CA,CA
1527591,"BARRY, Robert, L.",US,US
1199362,"AGERTEGH, Sven-Roland",SE,SE
1768290,"TYSIAC, David, P.",US,US
1409400,"KONOSHIMA, Takao",JP,JP
1176924,"SMITH-ESPINOZA, Claudia, Jeannette",MX,US
1306704,"VAUGHT, Jeffry, L.",US,US
938613,"UNNO, Akira",JP,JP
1576864,"SCHMIDT, Manfred",DE,US
605412,"PFISTER, Hubert",FR,FR
877958,"KAKUMA, Noriaki",JP,JP
11994,"GABELISH, Peter, William",AU,AU
1788858,"LAI, Ka-Man, Venus",CA,US
397582,"CRISTONI, Simone",IT,IT
931982,"KASUGA, Toshihiro",JP,JP
1120878,"CHOI, Kyung Soon",KR,KR
1652112,"CHORNA, Douglas, T.",US,US
1128938,"YOON, Jong-Su",KR,KR
1846924,"ZHAO, Tianting",CN,CN
1271526,"PADHYE, Vinod, W.",US,US
1438118,"MCGREGOR, Rob",US,US
355837,"STRATER, Michael",DE,DE
113346,"LU, Jinggui",CN,CN
1541049,"MCCORMACK, Kenneth, John",US,US
813132,"RONEN, Denise",IL,IL
768122,"BIGIO, Massimo",IT,IT
1414178,"TORTOLANI, David, R.",US,US
1562995,"KIDNEY, Patrick",GB,US
1839881,"LEWIS, Richard, E.",US,US
1106031,"KANG, Jeong Eun",KR,KR
