,NAME,NATIONALITY_STATE_CODE,STATE_OF_RESIDENCE_CODE
1609361,"UCHIL, Vinod, R.",IN,US
402375,"HEINMOLLER, Gerhard",DE,DE
1094968,"CHO, Kyung Sang",KR,KR
1720663,"MALLAJOSYULA, Jyothi, Kumar",IN,US
1722962,"SCHAUB, Michael",US,US
1265192,"SKALETZKI, Louis, L,",US,US
1458672,"HOXHA, Burnham",US,US
207719,"SCHAFFRATH, Wilfried",DE,DE
419292,"KAZMI, Muhammad Ali",PK,SE
1405897,"SORENSEN, Bradford, T.",US,US
1421840,"TAIMELA, Pasi, S.",FI,US
1671281,"UNDERWOOD, Joseph, E.",US,US
1247813,"GRANQUIST, Victor, M.",US,US
579297,"MACEIRAS, Ramon",FR,FR
730108,"JEMEC, Michael",CH,CH
546073,"VEIJALAINEN, Kari",FI,FI
1762472,"HOLDER, Jason, L.",US,US
1282277,"DESIMONE, Robert, W.",US,US
625782,"COLE, Alan, Charles",GB,GB
1611200,"NOOR, Arjuna",US,US
686326,"PAINE, Mark, D.",GB,GB
196391,"PAUCKER, JUrgen",DE,DE
151422,"ECKHARDT, Todd",US,US
310023,"DILLENZ, Friedrich",DE,DE
1505232,"MC KINZIE, William",US,US
945451,"TAKADA, Masashi",JP,JP
278748,"GONZALEZ, Jose",DE,DE
1370644,"GUO, Yanlin",CN,US
664386,"MOND, James",US,US
924710,"KOCHI, Kiyoshi",JP,JP
1758364,"PELLEGRINI, Gerald, N.",US,US
456897,"RIEPERTINGER, Sebastian",DE,DE
1537227,"MOREJON, Israel, J.",US,US
1069343,"ARITA, Nao",JP,JP
1837107,"LYONS, Christopher, T.",US,US
712535,"NTOUNAS, Konstantinos",GR,GR
314523,"STETAK, Attila",HU,DE
482235,"DAMEN, Franciscus Antonius",NL,NL
1167478,"HJERMANN, Lars",NO,NL
678968,"TANG, Mingguo",CN,GB
1479570,"RAVIV, Gabriel",US,US
1051008,YONEZAWA Shigeyuki,JP,JP
1405856,"POGUE, Brian",US,US
1732196,"ROTH, Gary",US,US
976502,"MONMA, Tsukasa",JP,JP
1550465,"STEIGERWALT, Kenneth",US,US
638317,"VITNER, Asher",IL,IL
367779,"SPRICH, Hans-JOrg",DE,DE
1392756,"VALENTINE, Jim",US,US
1833019,"JONSSON, Ragnar, H.",IS,US
854956,"TAKAHASHI, Nahoko",JP,JP
1079168,"KANG, Young-Woo",KR,KR
326241,"HALADGOVA, Svetlana, Tzvetkova",BG,BG
835469,"ZEOLI, Filomena",IT,IT
1262585,"ELIA, James, P.",US,US
524791,"PASCUAL FERNANDEZ, JoaquIn",ES,ES
202154,"GRAVE, Markus",DE,DE
1620848,"DAVE, Vipul Bhupendra",US,US
1778273,"WHELAN, Trevor, John",GB,GB
1704945,"CHANG, Tommy,",US,US
57842,"GONCALVES, Marcelo",BR,BR
222689,"LINDENBERG, Svend",DK,DK
626832,"HATORI, Yoshinori",JP,JP
835655,"DALL'ARA, Chiara",IT,IT
1264155,"GU, Jiali",CN,US
142448,"QU, Jinghui",CN,CN
1326978,"HELMSTETTER, Gary",US,US
1558116,"SHEN, Tao",CN,US
337298,"LENARSIC, Roman",SI,SI
1002328,"TAKIZAWA, Keitaro",JP,JP
896450,"AKAMOTO, Hisatoshi",JP,JP
80804,"VIKTOR, Michael",CA,CA
586684,"LE GUEVEL, Gabriel",FR,FR
1418039,"O'LEARY, Rhona",IE,US
1049678,"IRIE, Hidehiro",JP,JP
1273245,"YATES, Ashley, J.",GB,US
474443,"SIRCH, Tilmann",DE,DE
1048328,"IMAKI, Tsuneyuki",JP,JP
1841404,"PRICE, Brendan, D.",GB,US
1848213,"DINGS, Ruud, P.",NL,US
679731,"PAYNE, David, Martin",GB,GB
1834026,"WOYCHESIN, Stanley, B.",US,US
378231,"KROEMER, Markus",DE,DE
1739215,"LU, Jiuliu",CN,US
357926,"MULLER, Ludwig",CH,CH
598959,"HERNANDEZ BELLO, Romel",MX,MX
1079175,"SHIM, Jae, Hoon",KR,KR
1305274,"MORT, Paul, III",US,US
771940,"HILKE, Bernd",DE,DE
1397828,"DEPOORTERE, Inge",BE,BE
691657,"OLSEN, Roger",GB,JP
1242370,"KRUPA, Krzysztof",PL,PL
1453045,"LEE, Patrick, R.",US,US
1230944,"DU, Qing Yun",CN,SG
709857,"MORGAN, Steven John",GB,GB
1534624,"NEWSTADT, Keith, G.",US,US
719223,"CHIKARAISHI, Yuji",JP,JP
1383977,"FOJTIK, Shawn, P.",US,US
253156,"KEIL, Joachim",DE,DE
1820841,"PADLIYA, Neerav",US,US
992083,"ADACHI, Yoshikatsu",JP,JP
971310,"SASA, Takeya",JP,JP
997640,"ITOH, Yoshikatsu",JP,JP
1842614,"GIMPL, Martin",FI,CA
659096,"LOMAS, Martin",GB,GB
461030,"DYSKO, Adam",PL,GB
413207,"SCIALLA, Stefano",BE,BE
289009,"KARL, GUnter",DE,DE
1304334,"QUAN, Roger, W.",US,US
690483,"STRAWBRIDGE, John",GB,GB
1209654,"CENTERWALL, Stig",SE,SE
835935,"ANDELINI, Marcello",IT,IT
818912,"GOLAN, Daniel",IL,IL
1092304,"HONG, Sung Ryong",KR,KR
797077,"ESCUDERO, Ana Cecilia",CO,CO
146430,"WANG, Xingyuan",CN,CN
783195,"McMULLEN, Paul, Joseph, Jr.",US,US
772432,"IGBINIGIE, Eric, Egbe",ZA,ZA
1303785,"NADASDI, Laszlo",HU,US
382965,"THEUER, Stephan",DE,DE
979325,"ENOSAKI, Kiyoko",JP,JP
1115129,"AHN, Keum-Young",KR,KR
348974,"WEYLAND, JOrg",DE,DE
664851,"MOORE, Ian, Anthony",GB,GB
503036,"GOSNET-HAGHIRI, Anne-Marie",FR,FR
690560,"RAHMAN, Nazneen",GB,GB
761204,"MAJETI, Satyanarayana",US,US
656726,"NOBRE, Jose, Manso, Peto",PT,PT
1548230,"CUSPARD, Steven, F.",US,US
264882,"MICHAEL, Hermann",DE,DE
465442,"CLARKE, Colin",IE,IE
1115221,"KIM, Seock-Ho",KR,KR
1337776,"THOMAS, Richard, D.",US,US
354169,"PRIBNOW, Daniel, Frederik, Christof",DE,NL
641366,"IRVING, William, Lucien",GB,GB
1695336,"CHOI, Eunice, Chulsook",US,US
430234,"PHAN, Nghia, Van",US,US
1744526,"GILBOY, Lawrence, Frank",US,US
1180245,"POWCHOWICZ, Pawel",PL,PL
670039,"GREGORY, Sarah-Jayne",GB,GB
888240,"YONEKAWA, Osamu",JP,JP
1480077,"VARGA, Viktor, K.",HU,US
571625,"ERRERA, Jean-Patrick",FR,FR
1544779,"DREIMANN, Samantha",AU,US
1518402,"LUI, Chunfeng",CN,US
10773,"SLACK, Douglas, John",AU,AU
1009291,"OGAWA, Keishiro",JP,JP
276930,"ZHAO, Cheng-Le",CN,DE
531501,"CORREDERA GUILLEN, Pedro",ES,ES
1222261,"PUESTER, Neil, H.",US,US
580097,"GABES, AndrE",FR,FR
822630,"XAVIER, Sodagudi, Francis",IN,IN
1561591,"KEELY, William, A.",US,US
323728,"HATZ, Albert",AT,DE
1459608,"LAWSON, Kevin, W.",US,FR
592808,"ANGELIS, Jean",FR,FR
786716,"TSAGARAKIS, Nikos G.",GR,IT
126236,"CHEN, Weisong",CN,CN
709471,"HAWKER, David",GB,GB
322495,"ROGERS, Mark, F.",US,US
369243,"DANG, Hien P.",US,US
816566,"YARDENI, Dan",IL,IL
616071,"CANNINGS, Frank, Ernest, Richard",GB,GB
916629,"HORII, Yoshiyuki",JP,JP
1269467,"WILBER, Rick",US,US
1189034,"PIMKIN, Aleksandr Vasilievich",RU,RU
1146060,"VAN DE VEN, Martinus, Johannes, Maria",NL,NL
522183,"BERGANZO RUIZ, Javier",ES,ES
989228,"SONG, Kwang, Yong",KR,JP
702503,"CARTER, Neal",GB,GB
515333,"BERNDT, Axel",DE,DE
471156,"NIEBLING, Hans",DE,DE
925669,"KOMORI, Kenji",JP,JP
1656564,"OLAGUE, Craig A.",US,US
1844656,"DHAWAN, Samir",IN,IN
686744,"ZIZZO, Claudio",IT,GB
1407226,"MORIZIO, James C.",US,US
371293,"BENTLEY, Graham",GB,FR
398136,"SCHOPENHAUER, Wolfram",DE,DE
1477971,"NIEMINEN, Gregory",US,US
578752,"LECLERC, Jean-Yves",FR,FR
1494314,"VANFLEET, Steven, L.",US,US
421912,"BREITENFELD, Jens",DE,DE
366506,"UNDEREINER, Jean-Jacques",FR,FR
605903,"DE GALLE Anne-Laure, Marie, ClEmence",FR,FR
512003,"TKACHENKO, Viktoriya",UA,DE
1692544,"SEGAL, Jonathan",US,IL
921395,"HANGEISHI, Suekichi",JP,JP
1037282,NAGASE. Ryuichi,JP,JP
407928,"BOUVART, FranCois",FR,FR
6932,"NAGEL, Edmund, F.",AT,AT
1226285,"LANDEGREN, Per",SE,SE
1204203,"AGNEMO, Arne, Roland",SE,SE
1570133,"OSTROW, Julian",US,US
1454683,"AVAKIAN, Roger W.",US,US
1152099,"VAN DER BLES, Lebuinus, Franciskus, Petrus",NL,NL
523531,"RUEDA LOPEZ, Maria JosE",ES,ES
264060,"LAMBERT, Utz",DE,DE
386076,"KUMAR, Paramasivam Senthil",IN,NL
1339746,"WANG, Liangjun",US,US
210867,"NEUENHAHN, DR., Jan",DE,DE
816141,"KANEVSKY, Elena",IL,IL
1410064,"LEWIS, Jonathan",US,US
59650,"NAKAYAMA, Noriaki",JP,JP
999141,"WUREN, Tuya",CN,JP
577635,"PORTE, Henri",FR,FR
239838,SCHECO KURT SCHERRIEBLE,DE,DE
483749,"BISKEBORN, Robert, Glenn",US,US
1220437,"BREAR, Catherine, J.",GB,GB
1187836,"GRIGORIEV, Alexandr Nikolaevich",RU,RU
186050,"HALUSCHKA, Christoph",DE,DE
939174,"KASHIMA, Hideo",JP,JP
1577799,"TORRENS, Marc",US,US
810587,"SADEH, Avraham",IL,IL
1206852,"SCHMIDT, Ralf",DE,CA
675019,"TEW, Stephen",GB,GB
293982,"WIELAGE, Paul",NL,NL
1413954,"SCHERR, Allan, Lee",US,US
1735132,"SANCHO, Juan",ES,US
1519047,"JOMIER, Julien",US,US
829873,"GOVINDASWAMY, Kannappan",IN,IN
1058094,"TERAJIMA, Shigeki",JP,JP
977419,"FUJIHIRA, Masamichi",JP,JP
1057904,"MARUNO, Atsuki",JP,JP
48628,"DE MEESTER, Fabien",BE,BE
347600,"REY GARCIA, Fernando",ES,ES
1829325,"LITTEL, Kenneth J.",US,US
1342277,"STOLOWITZ, Michael, C.",US,US
189286,"HELFMEIER, Ulrich",DE,DE
1700197,"DOWNEY, Robert, A.",US,US
1561797,"KOJIMA, Kaihei",US,US
219286,"BISGAARD, BjOrn",DK,DK
918850,"SAYAMA, Kazuhiro",JP,JP
1826387,"BENNER, Jr., James, D.",US,US
230645,"Lund Laursen, Alex",DK,DK
497641,"LAUBE, Thomas",DE,DE
766166,"EK, Carl, M.",SE,SE
1224987,"SMITH, Reginald, D.",JM,US
1635425,"MARVIN, Jacob",US,US
464385,"BLOM, Leon, Marcel, van der",NL,NL
1259802,"CHAMBERS, Pamela, Anne",US,US
1551204,"COMER, Robert Scott",US,US
843005,"KUROMATSU, Akio",JP,JP
976898,"RAKITINA, Valeriya, Avtandilovna",RU,RU
1625107,"MUNOZ, Miguel Angel",ES,ES
588553,"PESSAYRE, StEphanie",FR,FR
97961,"SCHNEIDER, Hans, Sr.",CH,CH
911637,"AOYAMA, Shinji",JP,JP
285677,"SCHWARZ, Holger",DE,CH
497074,"HELDMANN, Joerg",DE,DE
559329,"DELRIEU, Jean-Luc",FR,FR
1062394,"KIGUCHIYA, Hidenari",JP,JP
1807158,"ST. OMER, Ingrid L.",US,US
629699,"ROMAN, Robin, Sherwood",US,GB
447618,"REUMER, AndrE",CH,CH
349444,"MUELLER, Tom",US,US
894236,"NISHIMOTO, Uichiro",JP,JP
1308992,"NGUYEN, Hien, V.",US,US
150257,"LIU, Zhuan",CN,CN
1385703,"KIIKKA, Dale, E.",US,US
708936,"COX, Julian",GB,US
1009912,"KIMURA, Shigekazu",JP,JP
698253,"KAMINSKI, Stephen, Henry",US,US
1722539,"STRZEPA, Peter",US,US
1683294,"LEVY-ABEGNOLI, Eric Michel",FR,FR
99417,"TRAUTWEILER, Stephan",CH,CH
358563,"SCHAEFFLER, Juergen",DE,DE
1467977,"WEIMANN, James, M.",CA,US
368673,"THEML, Ingrid",DE,DE
1592015,"FOGARTY, Terence M.",US,US
516186,"GONZALEZ FERNANDEZ, Pio, Manuel",ES,ES
1323542,"JACKSON, Joseph",US,US
469564,"DIEKAMPER, Lars",DE,DE
494,"PRAGER, Lothar",AT,AT
134156,"LIU, Shion-jen",CN,CN
145456,"FANG, Jianmin",CN,CN
1687754,"WEITZ, Jeffrey I.",CA,CA
1313919,"TARRANT, Dean",US,US
1684607,"CORTES-MEDELLIN, German",CO,US
1664719,"DIPIETRO, Joseph, J., Jr.",US,US
338875,"GEE, Antony, David",GB,GB
1745469,"HENION, John D.",US,US
172949,"BUSCH, Fritz",DE,DE
578755,"CHUNG, Aman, Kai, Man",CN,CN
1362878,"PERRY, Stephen",US,US
1455039,"LAL, Biren",US,US
242560,"MULLER, Xaver",DE,DE
853354,"OKUMURA, Toshiaki",JP,JP
1317198,"RUHL, Andreas",DE,US
1128209,"BUM, Hui-Tae",KR,KR
1196770,"VYAZALOV, Sergey Jur'evich",RU,RU
510440,"WANG, Kejia",US,US
1791705,"HOULE, Robert, M.",US,US
1789990,"MCLAWS, Mark",US,US
1564707,"CONTALA, Randall, M.",US,US
1368117,"WONG, Vivien, W.",US,US
1493686,"KRAMER, Nancy",US,US
1550169,"XIE, Frank, Yuefeng",CN,US
9265,"LANE, Rodney, James",AU,AU
1385448,"VARNER, Signe, Erickson",US,US
433630,"WU, Liang",NL,NL
537170,"HEIKKILA, Juha",FI,FI
1628313,"HONEYCUTT, James, Reed",US,US
759883,"LUCIDI, Bruno",FR,BE
914145,"KAJIYA, Satoshi",JP,JP
254374,"BOZENHARDT, Friedrich",DE,DE
212382,"WACKER, Ekhard",DE,DE
905109,"YOKOYAMA, Etsuro",JP,JP
1857185,"WATTS, Karl Shawn",US,US
1652162,"BOYD, Thomas L.",US,US
1501441,"LEIBIGER, Steven, M.",US,US
747825,"TEZCAN, Cuneyt",TR,TR
376895,"ACCETTA, Daniele",IT,IT
1492782,"CHAN, Joanne, T.",US,US
188341,"REINHOLD, GUnter",DE,DE
606395,"TIBERGHIEN, Pierre",FR,FR
1737428,"YARGER, David, J.",US,US
1060092,"AKIYAMA, Tatsuya",JP,JP
815668,"WALD, Ofer",IL,IL
1067098,"MATSUDA, Yoshiyasu",JP,JP
501212,"HAUGLAND, Oyvind",NO,NO
1023615,OBATA Kei,JP,JP
1519415,"ALI, Hassan, O.",TZ,US
933836,"OTAKE, Hisao",JP,JP
762614,"VERNHOUT, Martin Maurice",NL,NL
176639,"SCHMITZ, Volker",DE,DE
584528,"POINCET, Michel",FR,FR
1198624,"OVINKIN, Vladimir Vasilevich",RU,RU
1391067,"DINKA, John",US,US
1064881,ONOZUKA Kenta,JP,JP
1317817,"MORGAN, Dennis, R.",US,US
1618096,"HARRIS, Don Ahmasi",US,US
46979,"MAYER, Jean",FR,FR
41330,"ARMSTRONG, Tanya",AU,AU
1844511,"SHAIR, Kamal, A.",GB,US
1052690,ANDOU Ayatoshi,JP,JP
584803,"PLACE, Roger",FR,FR
1414914,"SOISSON, John, P.",US,US
1296894,"TRENTELMAN, Jackson, P.",US,US
877384,"TAKIMOTO, Yasuyuki",JP,JP
1478183,"CHAN, John Geoffrey",US,US
1827662,"DAVID, Dominic Gerald",IN,IN
1118592,"YURY, Tereschenko",RU,KR
980760,"OTA, Kazuki",JP,JP
1610267,"KVALOY, Stein",NO,NO
1256024,"CHESNER, Warren",US,US
1269547,"AZUMA, Miyuki",JP,JP
1422766,"YUAN, Catherine, C.K.",US,US
725739,"REINACH, Fernando",BR,BR
1674166,"ANG, Mark",PH,US
453501,"SCHMID, Andrea",SE,SE
144033,"HU, Guiping",CN,CN
1426144,"FRASER, Matthew, Oliver",US,US
1784796,"HIRZEL, William, J.",US,US
799342,"AMBROSE, Dianna, L.",US,US
127746,"TANG, Bihong",CN,CN
32489,"SMITH, Joshua, William",AU,AU
1354190,"YAN, Jenn-Feng",US,US
1123438,"WOO, Junghoon",KR,KR
700178,"MYKLEBUST, Thor",NO,NO
832740,"DENDI, Fabrizio",IT,IT
501629,"RODRIGUES, Arnaldo",PT,CH
779244,"COLLINS, Andrew Michael",GB,GB
1607360,"PATEL, Jignesh",US,US
1826756,"GIBBS, Andy",GB,GB
740796,"BERWALD, Thomas J.",US,US
1623550,"GLENNIE, William",US,US
1752071,"FITZ-COY, Steve, Hewart",US,US
1425526,"SAFONOV, Igor",US,US
921776,"AKITA, Sumio",JP,JP
288170,"VAN MECHELEN, Marcelle, Paulette",GB,GB
1697596,"JOHNSON, Gregory, Ray",US,US
1089980,"JANG, Gye-Won",KR,KR
1273448,"FRANCHI, John, Franco",US,US
202387,"RIEDEL, Gabriele",DE,DE
94224,"DOSIL, Victor",CA,CA
1037913,"KUSANO, Motoyasu",JP,JP
669537,"DE GRUNWALD, Nicholas",GB,GB
1557065,"FERLAND, Michael, R.",US,US
1769006,"DUBEAU, Michel",US,US
675976,"CHARLESWORTH, Charles, Nicholas, Granville",GB,GB
1493481,"LIU, Zhao-rong",CN,CN
1175065,"BLIJLEVENS, Antonius, Petrus, Henricus",NZ,NZ
1729551,"SPALINK, Karin, Johanne",US,US
190911,"BASTKOWSKI, Lothar",DE,DE
1811377,"CANNAN, David, D., B.",US,US
1632405,"DOEFF, Marca, M.",US,US
1074112,"BAE, Jung, Hoon",KR,KR
520524,"HERNANDEZ FOLGADO, Laura",ES,ES
427535,"SPLIETHOFF, Thomas",DE,DE
1003997,"HATANO, Yuki",JP,JP
1295380,"LEINWAND, Leslie, A.",US,US
1218965,"STALHAMMAR, Carl",SE,SE
489033,"WOCKEN, Robert",DE,DE
1387632,"GROTHE, Willy",US,US
986974,"MATSUOKA, Akifumi",JP,JP
1157571,"HUSKEN, Johannes Patrick",NL,NL
759325,"VAN DEN BOSSCHE, Bart, Juul, Wilhelmina",BE,BE
309566,"FREGOSI, Andrea",IT,IT
93065,"LESKOSEK, James Andrew",CA,CA
1332235,"STREIT, Michael",DE,US
1633154,"GREENBERG, Albert",US,US
40125,"SOMMERVILLE, Daniel",AU,AU
654781,"HIGUCHI, Asako",JP,JP
558195,"DENOYELLE, Alain",FR,FR
734974,"PENG, Yang",CN,CN
1833315,"DESTAIN, Patrick, R.",US,US
169227,"THIELER, Wolfgang",DE,DE
1794360,"ALI, Sana, Syeda",US,US
1141778,"MURIEL MELERO, Eduardo",MX,MX
1824170,"HYSENLIKA, Ylli",US,US
1702666,"FLOYD, Kirby, H.",US,US
1284969,"OLSEN, Robb, Eric",US,US
312339,"BRAUN, Roland, U.",DE,DE
1850586,"KU, Sarah Kathryn",US,US
1453511,"HASIEWICZ, Joe",US,US
808911,"ZILBERMAN, Uri",IL,IL
504250,"DE RICK, Jan, Eddy",BE,BE
665307,"TUDOR, Morley, Griffith",GB,GB
1662785,"ATHSANI, Athellina",MY,US
1451331,"DISTLER, Juergen",DE,DE
121373,"QIN, Yali",CN,CN
1669514,"FISHER, William Keith",US,US
596963,"DE CHANVILLE, Pierre",FR,FR
1484882,"MACKENZIE, III, William",US,US
1469277,"CORNEJO, Maria, M.",US,US
46106,"PICCIONI, Frank",AU,AU
1512051,"STEINBERG, Ken",US,US
989028,"NAMIKI, Ken",JP,JP
1217966,"GUSTAFSSON, Stig-Ake",SE,SE
716340,"KISS, GyulAnE",HU,HU
752248,"CAREY, Marcus, P.",AU,AU
1188371,"GRIGORIEV, Sergei Vsevolodovich",RU,RU
755909,"TURKMEN, Kubilay",TR,TR
290097,"MISTLER, Hans, J.",DE,DE
858470,"KIMURA, Teiji",JP,JP
190039,"PFUHL, Helmut",DE,DE
57396,"VALERI, Daniella",BR,BR
893350,"YOSHIHARA, Toru",JP,JP
42976,"HERROD, Amanda",AU,AU
1463801,"COFFEY, Joseph, Christopher",US,US
790273,"HIRAB, Mahdi",CA,CA
206165,"RIEDEL, Stephan",DE,DE
105518,"SCHAAL, Stephane",FR,FR
945238,"HONDA, Yuuji",JP,JP
1059682,NAGANO Katsumi,JP,JP
455313,"HUBNER, Reinhard",DE,DE
963644,"LEE, Sang Jae",KR,JP
1798266,"CHENG, Janet, D.",US,US
1554154,"MARASCIO, Louis, R.",US,US
652174,"HANSEN, Finn, Knut",NO,NO
1266151,"HONIGSBAUM, Richard, F.",US,US
1314566,"COKE, James",US,US
1342625,"DOTY, Jack, Austin",US,US
587607,"MICHALSKI, HervE",FR,FR
958990,"AMAGAI, Tamio",JP,JP
509217,"JANNASCHK, Volker",DE,DE
1218304,"LINDMAN, Susanna",SE,SE
601226,"IBARRA, DOMINIQUE",FR,FR
1087053,"KANG, Ji-Hyun",KR,KR
139098,"LIU, Guofu",CN,CN
1451567,"FOSS, Catherine",US,US
646525,"IANNOTTI, Fausto",IT,GB
929895,"EGAMI, Kazutaka",JP,JP
485961,"NETZELL, Karl",SE,SE
279372,"BEER, Stephan",DE,DE
1663910,"HECHT, Frederick M.",US,US
757223,"NATH, Chandiswar",IN,IN
430456,"IVANOV, Vadim Valerievich",US,US
842697,"MORITSU, Yukikazu",JP,JP
1629179,"PFEIFER, Brian G.",US,US
66319,"MARETTE, AndrE",CA,CA
1146926,"WENMAKERS, Lucia, Elisabeth, Peter",NL,NL
1298634,"YEH, Hsu, Chi",US,US
1622727,"KONGYEE, Peera",TH,US
874134,"YOSHIKAWA, Tadashi",JP,JP
1606684,"PURYEAR, Charles, I.",US,US
1262260,"LITTLE, Joseph, H.",US,US
1821393,"KAIB, Thomas, E.",US,US
594805,"MALLEY, Matthieu",FR,FR
1381426,"KIM, Young, Joon",US,US
349181,"BLASQUEZ, JosE. Fernandez",ES,ES
1398756,"DRAKE, Charles, W.",US,US
1125974,"PI, Joong-Ho",KR,KR
769548,"DIANCOURT, Laure",FR,FR
1582530,"GROENVELD, Damon, Nicholaas",AU,AU
109300,"LI, Guofu",CN,CN
691407,"DUFFY, Peter",GB,GB
3693,"REMILI, Johannes",AT,AT
763952,"EVERS, Marc, Francois Theophile",IT,BE
455062,"ANNUNZIATO, Alessandro",IT,IT
448347,"STUBER, Andreas",DE,DE
668802,"LEAH, Robert, Timothy",GB,GB
479565,"CROSS, John David",GB,GB
1276964,"NANNI, Liborio, F.",IT,US
1244219,"WALDRON, Robert, D.",US,US
319579,"IEDEMA, Carel",NL,NL
114038,"YI, Yimu",CN,CN
754752,"RANTANEN, Pasi",FI,FI
276507,"SCHOONEBEEK, Ronald, Jan",NL,NL
1156279,"WILLIAMS, Anthony, John",NL,NL
1031293,NAKATSU Hideshi,JP,JP
247730,"ELEFTHERIOU, Evangelos",GR,CH
71490,"KOBISH, MarylEne",FR,FR
709353,"BLAKE, James, Bartholomew",GB,GB
1859876,"COETZEE, Jacoba, Petronella",ZA,ZA
1536867,"FRIDLYAND, Jane",US,US
1708993,"HOGG, Neil",GB,US
1325220,"POWANDA, Michael, Christopher",US,US
1723041,"POSEWITZ, Matthew",US,US
129037,"YAO, Zhiyi",CN,CN
426428,"LIEVENS, Antoon Piet Nelly Raoul",BE,BE
833972,"POZZOLI, Claudio",IT,IT
1325173,"BAGUISI, Alexander, B.",PH,US
132552,"YE, Wansheng",CN,CN
1613445,"MAWHINNEY, Christina",US,US
1167462,"HJALLEN, Helge",NO,NO
868207,"OHNO, Kazushige",JP,JP
1503973,"OPIE, Robin, L.",US,US
988564,"BOUGHTFLOWER, Bob",GB,GB
1781444,"NAKHJIRI, Madjid F.",US,US
1634531,"CARBUNAR, Bogdan O.,",RO,US
1661412,"MATHEWS, Joren",US,US
1168721,"BREKKEN, Christian",NO,NO
489323,"ZERNECKE, Alma",DE,DE
1779763,"RUBINSTEIN, Eldad, Gabriel",IL,IL
577406,"DOS SANTOS, Jean-Philippe",FR,FR
1015029,"YAMASHITA, Atsuya",JP,JP
1311844,"LISTER, Arthur, Morris",NZ,NZ
1651825,"FELDMAN, Reid M. Renny",US,US
413636,"DILLE, Raf",BE,BE
95786,"LATOUR, Raymond",CA,CA
763861,"BESSEMANS, Joris, M.",BE,BE
1280211,"DESOTO, Troy, E.",US,US
1238868,"SUKHODOLOV, Evgeny Fedorovich",SU,SU
114377,"FAN, Sheungtat",CN,CN
1056336,"MAKINO, Yoshitaka",JP,JP
1385188,"DENARDO, Andrew James",US,US
1326034,"KAMINSKY, Edward",US,US
71153,"JACOBS, David",CA,CA
194955,"WHITE, Robert",US,DE
1245117,"BOYSEN, Gerd, C.",US,US
1714828,"THOMPSON, David, Robert",US,US
1077804,"JUNG, Won-Seok",KR,KR
1291522,"EVANS, Christopher, J.",US,US
480829,"LERUITE, Audray",BE,BE
1387930,"PIUCCI, Vincent, A.",US,US
1334458,"DATO, Renato",US,US
709809,"CRAVEN, David",GB,GB
1213018,"NYLINDER, Mats",SE,SE
1476545,"THOMPSON, Darrius, Nguyen",US,US
1429925,"KUMAR, Bikash",IN,US
1525943,"EREN, Pekin E.,",TR,US
632223,"LESTER, Terence, Patrick",GB,GB
1309150,"WEISPFENNING, Jon",US,US
681152,"JINUPUN, Poramaste",TH,GB
1536747,"FITCH, Blake, G.",US,US
1236462,"KOTELNIKOV, Jury Sergeevich",SU,SU
1361231,"NESS Jon, E.",US,US
980094,"AKI, Michihiko",JP,JP
799906,"SOLANKI, Jitendra",IN,DE
1035298,NAGAI Yoshinori,JP,JP
579252,"MILLE, Jean-Claude",FR,FR
715725,"FULOP, Levente",HU,HU
182624,"VELSEN, JUrgen",DE,DE
893118,"IZU, Hiroyuki",JP,JP
135284,"YE, Jishuang",CN,CN
982612,"FUKUSHIMA, Wataru",JP,JP
114586,"LIU, Zongchao",CN,CN
1014659,"MYOUGAN, Ichiro",JP,JP
985998,"KOIZUMI, Fujio",JP,JP
153253,"YU, Tsung-mou",CN,CN
1730136,"MURDEN, Frank",US,US
1678945,"SUKAMI, Jamilon, Bin",SG,SG
1185185,"RAKHIMOV, Alexandr Tursunovich",RU,RU
1270768,"CHAPDELAINE, Albert, H.",US,US
1288630,"MUTERSPAUGH, Max, Ward",US,US
1267182,"DIXON, Richard, A., F.",US,US
1379484,"ZHOU, Yuriang",CN,CN
1572728,"CORDONE, Sean, S.",US,US
984618,"NAGASHIMA, Katsusuke",JP,JP
1012445,"HACHIGA, Tadashi",JP,JP
924330,"UEMURA, Kimito",JP,JP
836568,"MARTELLI, Davide",IT,IT
1488182,"MOUDY, Christopher",US,US
331497,"SCHULER, Bernd",DE,DE
1303397,"NORRIS, Rebecca",US,US
662522,"CRANE, Barry, Colin",GB,GB
1069285,TSUCHIYA Takao,JP,JP
273481,"BOUTSALIS, Peter",AU,CH
1847171,"LAU, Wai Cheong",CN,CN
1071024,"IMAIZUMI, Keisuke",JP,JP
1146024,"de LANG, Peter Eric",NL,NL
1810914,"DENG, James, Zhengwu",US,US
752047,"WILKINSON, William Louis",US,US
115905,"ZHAO, Wei",CN,US
1691121,"CROWTHER, Donna, J.",US,US
127654,"SU, Qingbo",CN,CN
654436,"FREARSON, Julie, Ann",GB,GB
1237559,"KAREV, Alexandr Anatolievich",SU,SU
1230651,"BLANCHARD, StEphanie",FR,SG
1286872,"PIERCE, Javin, C.",US,US
305182,"KUZNECOV, Michael",LV,DE
1771569,"DOWNING, Wes Lee",US,US
1565078,"PARTLO, William, M.",US,US
452699,"OCHS, Hartmut",DE,DE
800342,"FONTANINI, Marcello",IT,IT
1125358,"HAN, Gyu Bong",KR,KR
259389,"GUARDUCCI, Marco",IT,IT
1164250,"JENSEN, Oivind, Fylling",NO,NO
