,country,technology,partner_count_avg,deg_centrality_avg,close_centrality_avg,bet_centrality_avg,page_rank_avg,local_partner_count_avg,local_deg_centrality_avg,local_close_centrality_avg,local_bet_centrality_avg,local_page_rank_avg,GMI_count,count,decile
179,FI,H04W,0.0,0.0,0.0,0.0,0.0007230657989878148,0.0,0.0,0.0,0.0,0.0007230657989878148,1,331,1
180,FI,B01J,1.5,0.07142857142857142,0.07738095238095238,0.0,0.044985583279648036,1.5,0.07142857142857142,0.07738095238095238,0.0,0.044985583279648036,2,22,2
181,FI,B02C,6.0,0.23076923076923078,0.23076923076923078,0.0,0.04065038645243152,6.0,0.23076923076923078,0.23076923076923078,0.0,0.040650386452431526,1,27,5
182,FI,F21V,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,1,3,10
183,FI,C12Q,4.0,0.13793103448275862,0.13793103448275862,0.0,0.03521126760563378,4.0,0.13793103448275862,0.13793103448275862,0.0,0.03521126760563378,1,30,5
184,FI,H01L,0.0,0.0,0.0,0.0,0.007352941176470586,0.0,0.0,0.0,0.0,0.007352941176470586,1,32,4
185,FI,H04Q,0.0,0.0,0.0,0.0,0.005714421051784791,0.0,0.0,0.0,0.0,0.005714421051784791,1,43,10
186,FI,G01L,2.0,0.2,0.2,0.0,0.11627893949019931,2.0,0.2,0.2,0.0,0.11627893949019931,1,11,8
187,FI,C07C,0.0,0.0,0.0,0.0,0.01219512195123006,0.0,0.0,0.0,0.0,0.01219512195123006,1,18,10
188,FI,B64C,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,1,1
189,FI,H01M,0.0,0.0,0.0,0.0,0.03448307142959961,0.0,0.0,0.0,0.0,0.03448307142959961,1,9,9
190,FI,A61N,2.0,0.125,0.22499999999999998,0.0,0.047885782349059866,2.0,0.125,0.22499999999999998,0.0,0.047885782349059866,1,17,6
191,FI,E05B,0.0,0.0,0.0,0.0,0.020833493333333328,0.0,0.0,0.0,0.0,0.020833493333333328,1,12,5
