countryid,country,class,technology,decile_1stGMI_Sara,decile_1stGMI_Frank
13,,505,,,
13,,508,,,
13,AT,510,G01L,5,5
13,,511,,,
13,AT,512,G01N,2,2
13,,513,,,
13,AT,515,G01R,1,1
13,AT,516,G01S,5,5
13,AT,517,G01T,7,6
13,,518,,,
13,AT,520,G02B,6,6
13,,521,,,
13,,522,,,
13,AT,523,G03B,8,8
13,AT,526,G03F,9,9
13,,535,,,
13,AT,536,G05D,4,4
13,AT,537,G05F,5,4
13,AT,542,G06F,1,1
13,AT,545,G06K,7,6
13,,547,,,
13,AT,548,G06Q,3,3
13,AT,549,G06T,1,3
13,,551,,,
13,AT,553,G07F,4,4
13,,557,,,
13,,558,,10,
13,AT,561,G09F,9,9
13,AT,562,G09G,5,3
13,,569,,,
13,AT,570,G10L,9,9
13,AT,571,G11B,3,3
13,AT,572,G11C,1,1
13,AT,579,G21C,5,5
13,,586,,10,
13,,587,,,
13,AT,588,H01F,4,3
13,AT,589,H01G,4,3
13,AT,590,H01H,5,4
13,AT,591,H01J,2,2
13,AT,593,H01L,1,1
13,AT,594,H01M,1,1
13,AT,595,H01P,4,4
13,,596,,,
13,,597,,,
13,,598,,3,
13,,601,,,
13,AT,602,H02H,8,6
13,AT,603,H02J,8,7
13,AT,604,H02K,3,3
13,AT,605,H02M,2,2
13,AT,607,H02P,4,4
13,AT,611,H03D,2,2
13,AT,612,H03F,1,1
13,AT,614,H03H,8,8
13,AT,616,H03K,3,2
13,AT,617,H03L,3,2
13,AT,618,H03M,2,2
13,AT,619,H04B,1,1
13,AT,621,H04J,4,3
13,AT,623,H04L,1,1
13,AT,624,H04M,1,1
13,AT,625,H04N,1,1
13,AT,626,H04Q,1,1
13,AT,627,H04R,1,3
13,AT,629,H04W,1,1
13,AT,630,H05B,2,2
13,AT,635,H05K,5,4
14,AU,1,A01B,6,5
14,AU,2,A01C,8,7
14,,3,,,
14,,5,,5,
14,AU,6,A01H,2,2
14,,8,,2,
14,AU,10,A01M,4,2
14,AU,11,A01N,7,7
14,,16,,,
14,AU,21,A23G,6,6
14,,24,,,
14,,39,,10,
14,AU,46,A45D,3,2
14,AU,50,A47B,3,2
14,,51,,2,
14,,54,,2,
14,,56,,,
14,,58,,,
14,AU,59,A61B,2,1
14,,60,,,
14,AU,62,A61F,1,1
14,AU,63,A61G,6,5
14,,64,,10,
14,AU,65,A61J,8,7
14,AU,66,A61K,1,1
14,AU,67,A61L,6,6
14,AU,68,A61M,2,1
14,AU,69,A61N,3,3
14,AU,71,A61Q,2,1
14,AU,75,A63B,4,2
14,AU,76,A63C,1,1
14,AU,78,A63F,10,9
14,,80,,,
14,AU,84,B01D,2,1
14,,85,,,
14,AU,86,B01J,4,6
14,AU,87,B01L,6,6
14,AU,89,B02C,10,9
14,AU,94,B04C,6,6
14,,95,,,
14,AU,97,B05D,3,1
14,,101,,,
14,,104,,9,
14,,106,,,
14,AU,114,B22D,1,1
14,,116,,,
14,,122,,,
14,,124,,,
14,,125,,,
14,,128,,,
14,,131,,,
14,,134,,,
14,AU,153,B29C,2,2
14,AU,161,B32B,4,4
14,AU,166,B41F,4,3
14,AU,168,B41J,1,1
14,AU,171,B41M,5,4
14,AU,175,B42D,1,1
14,AU,185,B60C,4,2
14,,188,,,
14,AU,190,B60J,5,5
14,,191,,,
14,,192,,,
14,,194,,,
14,AU,195,B60P,9,8
14,,196,,,
14,AU,197,B60R,2,2
14,,198,,,
14,AU,199,B60T,1,1
14,,201,,,
14,,211,,,
14,AU,213,B62D,8,7
14,,216,,,
14,AU,219,B63B,3,1
14,AU,222,B63H,1,1
14,AU,225,B64C,7,4
14,,226,,,
14,,229,,,
14,AU,231,B65D,3,7
14,AU,233,B65G,8,7
14,AU,234,B65H,2,2
14,AU,235,B66B,9,9
14,,241,,,
14,,249,,,
14,,250,,5,
14,AU,253,C01F,4,3
14,,254,,10,
14,AU,255,C02F,3,2
14,AU,256,C03B,8,8
14,,257,,10,
14,AU,258,C04B,3,3
14,AU,264,C06B,5,4
14,AU,269,C07C,7,7
14,AU,270,C07D,1,1
14,,271,,,
14,AU,273,C07H,3,3
14,AU,275,C07K,1,1
14,AU,278,C08F,3,2
14,AU,279,C08G,3,3
14,AU,281,C08J,4,3
14,AU,282,C08K,2,1
14,AU,283,C08L,4,3
14,,284,,,
14,AU,286,C09D,7,6
14,AU,291,C09K,8,8
14,AU,295,C10G,5,4
14,,299,,,
14,AU,300,C10M,8,6
14,AU,303,C11D,1,1
14,AU,311,C12N,1,1
14,AU,312,C12P,2,1
14,AU,313,C12Q,2,1
14,,315,,,
14,AU,320,C21B,1,1
14,AU,323,C22B,1,1
14,AU,324,C22C,4,3
14,AU,326,C23C,10,9
14,,330,,,
14,,331,,,
14,,332,,10,
14,AU,334,C30B,9,9
14,AU,352,D04H,7,5
14,AU,357,D06F,7,9
14,AU,362,D06M,6,4
14,,370,,8,
14,,372,,,
14,AU,375,E01C,3,3
14,AU,382,E02F,9,7
14,,384,,,
14,,387,,,
14,,388,,,
14,,390,,,
14,,391,,2,
14,AU,392,E04H,2,3
14,,393,,,
14,AU,395,E05D,9,9
14,,398,,4,
14,AU,400,E21B,1,1
14,AU,401,E21C,3,2
14,AU,402,E21D,1,1
14,AU,405,F01C,3,4
14,AU,408,F01L,6,4
14,AU,412,F02B,6,7
14,AU,414,F02D,1,1
14,AU,418,F02M,5,5
14,,426,,,
14,AU,427,F04C,6,6
14,AU,428,F04D,8,6
14,,430,,,
14,,433,,4,
14,AU,434,F16C,3,1
14,AU,435,F16D,2,2
14,,436,,,
14,AU,438,F16H,7,6
14,AU,439,F16J,8,9
14,AU,440,F16K,3,2
14,AU,441,F16L,5,4
14,,453,,,
14,,454,,5,
14,,474,,,
14,,477,,,
14,,483,,,
14,AU,490,F28F,3,2
14,AU,492,F41A,6,4
14,,499,,,
14,AU,501,F42D,5,4
14,,502,,,
14,AU,503,G01C,4,3
14,,504,,,
14,AU,505,G01F,5,4
14,AU,508,G01J,2,1
14,,510,,,
14,AU,512,G01N,1,1
14,AU,513,G01P,2,1
14,AU,515,G01R,8,8
14,AU,516,G01S,2,2
14,,517,,,
14,AU,518,G01V,2,2
14,AU,520,G02B,1,1
14,AU,521,G02C,2,3
14,AU,522,G02F,1,1
14,AU,523,G03B,3,1
14,AU,526,G03F,4,3
14,AU,527,G03G,9,9
14,,535,,,
14,,536,,,
14,,537,,,
14,AU,542,G06F,1,1
14,AU,545,G06K,3,2
14,AU,547,G06N,4,3
14,AU,548,G06Q,3,3
14,AU,549,G06T,5,4
14,,551,,,
14,,552,,,
14,AU,553,G07F,3,3
14,,555,,,
14,AU,557,G08G,10,8
14,AU,558,G09B,7,6
14,AU,561,G09F,7,6
14,AU,562,G09G,4,4
14,AU,570,G10L,3,2
14,AU,571,G11B,3,2
14,AU,572,G11C,6,5
14,,581,,,
14,,586,,,
14,,588,,4,
14,AU,589,H01G,1,1
14,AU,590,H01H,10,9
14,AU,591,H01J,4,3
14,AU,593,H01L,1,1
14,AU,594,H01M,3,2
14,AU,595,H01P,10,9
14,AU,596,H01Q,4,3
14,AU,597,H01R,2,1
14,AU,598,H01S,3,2
14,AU,601,H02G,3,2
14,AU,602,H02H,6,5
14,AU,603,H02J,6,5
14,AU,604,H02K,5,4
14,AU,605,H02M,5,6
14,,607,,,
14,,612,,,
14,AU,613,H03G,5,5
14,,614,,,
14,AU,616,H03K,7,6
14,,617,,,
14,AU,618,H03M,7,8
14,AU,619,H04B,1,1
14,AU,621,H04J,4,2
14,AU,623,H04L,1,1
14,AU,624,H04M,5,3
14,AU,625,H04N,1,3
14,AU,626,H04Q,4,3
14,AU,627,H04R,2,1
14,AU,628,H04S,7,7
14,AU,629,H04W,1,1
14,AU,630,H05B,5,4
14,AU,635,H05K,4,3
17,BA,330,C25B,1,1
19,,311,,,
19,,623,,,
20,BE,3,A01D,5,4
20,BE,4,A01F,2,2
20,,6,,9,
20,,8,,,
20,,11,,,
20,,21,,,
20,BE,24,A23L,3,2
20,,45,,,
20,BE,46,A45D,10,10
20,,51,,,
20,,56,,10,
20,BE,58,A47L,3,3
20,BE,59,A61B,1,1
20,,60,,,
20,BE,62,A61F,1,1
20,,65,,,
20,BE,66,A61K,1,1
20,BE,67,A61L,10,10
20,BE,68,A61M,4,3
20,BE,69,A61N,2,2
20,BE,71,A61Q,1,1
20,,78,,,
20,,80,,,
20,BE,84,B01D,3,3
20,BE,86,B01J,2,2
20,BE,87,B01L,4,3
20,,95,,,
20,BE,97,B05D,10,9
20,BE,106,B21D,1,1
20,BE,114,B22D,4,4
20,BE,122,B23K,6,5
20,BE,127,B24D,5,5
20,,134,,,
20,BE,153,B29C,3,2
20,,154,,3,
20,BE,161,B32B,4,4
20,,164,,,
20,,166,,,
20,BE,168,B41J,,10
20,BE,171,B41M,1,1
20,BE,185,B60C,2,2
20,BE,188,B60G,4,4
20,,190,,,
20,BE,191,B60K,1,1
20,BE,192,B60L,7,7
20,,194,,8,
20,BE,197,B60R,1,1
20,BE,198,B60S,5,5
20,,199,,10,
20,BE,201,B60W,2,2
20,BE,213,B62D,3,2
20,BE,219,B63B,7,6
20,,225,,,
20,BE,229,B65B,6,5
20,BE,231,B65D,1,1
20,,233,,,
20,BE,234,B65H,5,5
20,BE,241,B67D,3,2
20,BE,246,B81B,4,4
20,BE,247,B81C,7,8
20,BE,249,B82Y,3,2
20,BE,250,C01B,1,1
20,BE,254,C01G,10,10
20,BE,255,C02F,2,3
20,BE,256,C03B,7,7
20,BE,257,C03C,3,3
20,BE,258,C04B,5,4
20,BE,269,C07C,2,2
20,BE,270,C07D,1,1
20,BE,271,C07F,2,3
20,BE,273,C07H,6,5
20,,274,,1,
20,BE,275,C07K,2,1
20,BE,278,C08F,2,2
20,BE,279,C08G,1,1
20,BE,281,C08J,1,1
20,BE,282,C08K,2,2
20,BE,283,C08L,1,1
20,BE,284,C09B,6,7
20,BE,286,C09D,1,1
20,BE,290,C09J,2,2
20,BE,291,C09K,6,7
20,BE,295,C10G,2,2
20,BE,299,C10L,3,2
20,BE,300,C10M,3,3
20,BE,301,C11B,9,9
20,BE,303,C11D,1,1
20,BE,311,C12N,1,1
20,BE,312,C12P,6,5
20,BE,313,C12Q,3,3
20,,314,,,
20,,315,,,
20,,323,,,
20,,324,,,
20,BE,326,C23C,8,8
20,,330,,,
20,BE,332,C25D,9,9
20,BE,334,C30B,5,5
20,BE,339,D01F,7,6
20,,346,,,
20,,357,,,
20,BE,372,D21H,6,8
20,BE,382,E02F,3,3
20,,387,,,
20,,391,,,
20,,392,,,
20,,393,,,
20,BE,398,E06B,2,3
20,BE,400,E21B,4,3
20,,406,,,
20,BE,408,F01L,1,1
20,,410,,,
20,,412,,,
20,,413,,,
20,BE,414,F02D,1,1
20,,418,,,
20,BE,423,F03D,5,7
20,,426,,,
20,,427,,,
20,BE,428,F04D,5,5
20,BE,433,F16B,4,3
20,,434,,,
20,BE,435,F16D,4,4
20,BE,436,F16F,3,3
20,BE,438,F16H,2,3
20,,439,,,
20,BE,440,F16K,8,6
20,BE,441,F16L,2,2
20,BE,454,F21V,1,1
20,,461,,,
20,,474,,,
20,BE,480,F25B,5,6
20,,482,,,
20,BE,483,F25J,7,8
20,,484,,,
20,,502,,,
20,BE,503,G01C,2,2
20,BE,504,G01D,9,10
20,,505,,5,
20,BE,508,G01J,5,5
20,BE,510,G01L,5,3
20,,511,,,
20,BE,512,G01N,1,1
20,BE,514,G01Q,9,7
20,BE,515,G01R,3,3
20,BE,516,G01S,2,1
20,BE,517,G01T,7,7
20,,518,,7,
20,BE,520,G02B,3,4
20,BE,522,G02F,4,4
20,,523,,,
20,BE,524,G03C,10,9
20,BE,526,G03F,2,3
20,,527,,,
20,BE,535,G05B,2,1
20,BE,542,G06F,1,1
20,BE,545,G06K,5,4
20,,547,,,
20,BE,548,G06Q,2,1
20,BE,549,G06T,2,2
20,,553,,,
20,,555,,10,
20,,557,,,
20,,562,,,
20,BE,570,G10L,4,3
20,BE,571,G11B,3,2
20,BE,572,G11C,2,2
20,BE,579,G21C,2,2
20,BE,585,G21K,10,10
20,,586,,,
20,,588,,,
20,BE,590,H01H,9,8
20,BE,591,H01J,1,1
20,BE,593,H01L,1,1
20,BE,594,H01M,4,3
20,BE,596,H01Q,2,2
20,BE,597,H01R,3,3
20,,598,,,
20,,601,,,
20,,602,,,
20,BE,603,H02J,9,8
20,BE,604,H02K,4,2
20,BE,605,H02M,5,4
20,BE,607,H02P,7,7
20,,612,,,
20,BE,614,H03H,5,6
20,BE,616,H03K,4,3
20,,617,,,
20,BE,618,H03M,5,4
20,BE,619,H04B,5,5
20,BE,621,H04J,9,10
20,BE,623,H04L,2,2
20,,624,,,
20,BE,625,H04N,1,1
20,,626,,,
20,BE,627,H04R,2,2
20,,628,,,
20,BE,629,H04W,1,1
20,BE,630,H05B,1,1
20,BE,633,H05G,1,1
20,BE,635,H05K,10,10
22,,59,,4,
22,,66,,10,
22,BG,86,B01J,8,10
22,,270,,3,
22,BG,512,G01N,5,8
22,BG,542,G06F,1,1
22,,548,,10,
22,BG,593,H01L,3,1
22,,594,,,
22,,596,,,
22,BG,623,H04L,1,1
25,BM,66,A61K,1,1
25,,548,,,
28,,2,,,
28,BR,3,A01D,2,1
28,BR,6,A01H,1,1
28,BR,11,A01N,2,1
28,,24,,,
28,,51,,,
28,,56,,,
28,BR,58,A47L,8,7
28,BR,59,A61B,5,3
28,BR,60,A61C,2,1
28,,62,,,
28,BR,66,A61K,1,1
28,,67,,,
28,,68,,,
28,,69,,,
28,,75,,,
28,,84,,,
28,BR,85,B01F,9,8
28,BR,86,B01J,4,2
28,,95,,,
28,BR,114,B22D,3,2
28,BR,116,B23B,5,3
28,BR,122,B23K,2,2
28,,153,,,
28,BR,161,B32B,10,10
28,,185,,,
28,BR,194,B60N,1,3
28,,197,,,
28,,213,,,
28,,219,,,
28,,225,,,
28,,226,,,
28,BR,231,B65D,2,2
28,,233,,,
28,BR,235,B66B,1,1
28,,250,,,
28,,255,,,
28,,258,,,
28,BR,269,C07C,2,1
28,BR,270,C07D,1,1
28,BR,271,C07F,3,2
28,BR,275,C07K,3,2
28,BR,278,C08F,1,1
28,BR,279,C08G,4,3
28,BR,281,C08J,4,2
28,BR,282,C08K,1,1
28,BR,283,C08L,9,10
28,BR,284,C09B,2,2
28,,286,,,
28,BR,291,C09K,3,4
28,,295,,,
28,,300,,,
28,BR,303,C11D,9,10
28,BR,311,C12N,3,4
28,BR,312,C12P,8,8
28,BR,313,C12Q,2,2
28,BR,323,C22B,2,1
28,,326,,,
28,,357,,,
28,BR,368,D21C,5,5
28,,370,,,
28,,392,,,
28,BR,400,E21B,1,3
28,BR,410,F01N,6,5
28,,414,,,
28,BR,418,F02M,2,1
28,,426,,,
28,BR,427,F04C,1,1
28,BR,428,F04D,5,6
28,BR,434,F16C,6,5
28,BR,435,F16D,4,3
28,BR,438,F16H,5,4
28,,439,,,
28,,440,,,
28,,441,,,
28,BR,482,F25D,3,1
28,,492,,,
28,,505,,,
28,BR,509,G01K,2,1
28,BR,511,G01M,10,10
28,BR,512,G01N,3,3
28,,515,,,
28,,516,,,
28,BR,518,G01V,2,1
28,BR,520,G02B,7,6
28,,535,,,
28,BR,536,G05D,5,4
28,,537,,,
28,BR,542,G06F,1,1
28,BR,545,G06K,3,2
28,BR,547,G06N,,10
28,BR,548,G06Q,1,1
28,,549,,,
28,,572,,,
28,BR,586,H01B,3,3
28,BR,590,H01H,8,9
28,BR,593,H01L,1,1
28,BR,594,H01M,6,5
28,BR,597,H01R,6,4
28,,602,,,
28,BR,604,H02K,5,5
28,BR,605,H02M,8,9
28,,607,,,
28,,616,,,
28,,619,,,
28,BR,623,H04L,2,1
28,BR,624,H04M,1,1
28,BR,625,H04N,2,1
28,BR,629,H04W,6,3
28,BR,630,H05B,7,9
28,,635,,,
29,BS,62,A61F,5,1
29,,258,,,
29,,330,,,
29,,594,,5,
31,,78,,,
31,,512,,,
31,,522,,,
31,BY,542,G06F,10,9
31,,623,,,
33,CA,1,A01B,2,1
33,,2,,,
33,CA,3,A01D,6,4
33,,4,,,
33,CA,5,A01G,2,2
33,CA,6,A01H,1,1
33,CA,8,A01K,5,3
33,,10,,,
33,CA,11,A01N,2,2
33,CA,14,A21D,1,1
33,CA,15,A22B,8,10
33,,16,,,
33,CA,17,A23B,2,2
33,,19,,,
33,CA,21,A23G,5,5
33,CA,22,A23J,1,1
33,,23,,10,
33,CA,24,A23L,5,5
33,,29,,,
33,,33,,,
33,CA,37,A42B,4,6
33,CA,39,A43B,2,1
33,CA,42,A44B,3,2
33,CA,45,A45C,,10
33,CA,46,A45D,3,10
33,,48,,,
33,CA,50,A47B,6,9
33,CA,51,A47C,3,4
33,,52,,9,
33,,53,,,
33,,54,,,
33,CA,56,A47J,9,7
33,CA,57,A47K,3,2
33,CA,58,A47L,1,1
33,CA,59,A61B,1,1
33,CA,60,A61C,6,4
33,CA,62,A61F,2,1
33,CA,63,A61G,4,3
33,CA,64,A61H,1,1
33,CA,65,A61J,3,2
33,CA,66,A61K,1,1
33,CA,67,A61L,3,5
33,CA,68,A61M,2,1
33,CA,69,A61N,1,1
33,CA,71,A61Q,10,10
33,CA,72,A62B,9,8
33,CA,73,A62C,10,10
33,CA,75,A63B,1,4
33,CA,76,A63C,2,1
33,CA,78,A63F,9,7
33,CA,80,A63H,5,2
33,CA,84,B01D,1,1
33,CA,85,B01F,6,5
33,CA,86,B01J,2,1
33,CA,87,B01L,1,1
33,CA,89,B02C,8,7
33,,90,,10,
33,,91,,,
33,CA,95,B05B,2,1
33,CA,97,B05D,2,3
33,CA,98,B06B,6,4
33,,101,,,
33,,105,,,
33,,106,,8,
33,,113,,,
33,CA,114,B22D,3,2
33,CA,115,B22F,1,1
33,,116,,,
33,,117,,,
33,,118,,,
33,CA,122,B23K,1,1
33,CA,123,B23P,1,1
33,,124,,,
33,,125,,8,
33,CA,126,B24C,9,7
33,,127,,2,
33,,128,,,
33,,129,,,
33,CA,130,B25D,1,1
33,,133,,,
33,,134,,7,
33,,135,,,
33,,136,,,
33,CA,138,B27B,9,8
33,CA,146,B27L,1,1
33,CA,148,B27N,1,1
33,,152,,,
33,CA,153,B29C,1,2
33,CA,154,B29D,9,9
33,CA,161,B32B,2,2
33,CA,164,B41C,4,4
33,CA,166,B41F,3,2
33,CA,168,B41J,4,3
33,CA,171,B41M,7,5
33,,184,,3,
33,,185,,,
33,,188,,1,
33,,189,,,
33,CA,190,B60J,8,6
33,CA,191,B60K,9,8
33,CA,192,B60L,,10
33,CA,194,B60N,1,1
33,,195,,10,
33,CA,196,B60Q,7,5
33,CA,197,B60R,2,1
33,,198,,,
33,CA,199,B60T,8,8
33,CA,201,B60W,2,1
33,CA,204,B61D,1,1
33,,205,,,
33,,211,,,
33,CA,213,B62D,3,6
33,,215,,,
33,,216,,9,
33,,218,,,
33,CA,219,B63B,6,4
33,CA,220,B63C,7,5
33,CA,222,B63H,6,2
33,CA,225,B64C,1,1
33,CA,226,B64D,9,7
33,,229,,,
33,CA,231,B65D,3,3
33,CA,233,B65G,2,2
33,CA,234,B65H,3,3
33,,235,,,
33,,236,,,
33,CA,238,B66F,10,10
33,CA,241,B67D,3,6
33,CA,246,B81B,10,10
33,CA,247,B81C,6,6
33,CA,249,B82Y,2,1
33,CA,250,C01B,3,3
33,CA,253,C01F,8,7
33,CA,254,C01G,6,5
33,CA,255,C02F,2,1
33,CA,256,C03B,3,3
33,,257,,,
33,CA,258,C04B,7,6
33,CA,263,C05G,2,2
33,CA,264,C06B,1,1
33,CA,268,C07B,8,9
33,CA,269,C07C,1,1
33,CA,270,C07D,1,1
33,CA,271,C07F,3,3
33,CA,273,C07H,2,1
33,CA,274,C07J,4,8
33,CA,275,C07K,1,1
33,,276,,7,
33,CA,277,C08C,7,6
33,CA,278,C08F,1,1
33,CA,279,C08G,1,1
33,CA,281,C08J,7,6
33,CA,282,C08K,1,1
33,CA,283,C08L,6,4
33,,284,,,
33,CA,285,C09C,7,5
33,CA,286,C09D,1,1
33,CA,290,C09J,3,3
33,CA,291,C09K,2,2
33,CA,295,C10G,4,3
33,CA,299,C10L,3,3
33,CA,300,C10M,2,2
33,,301,,,
33,CA,303,C11D,3,3
33,CA,310,C12M,6,4
33,CA,311,C12N,1,1
33,CA,312,C12P,2,2
33,CA,313,C12Q,1,2
33,CA,314,C12R,9,9
33,,315,,,
33,CA,323,C22B,8,7
33,CA,324,C22C,5,5
33,CA,326,C23C,4,3
33,CA,330,C25B,5,4
33,CA,331,C25C,9,9
33,CA,332,C25D,3,2
33,CA,334,C30B,3,2
33,,339,,,
33,CA,346,D03D,1,1
33,,352,,10,
33,CA,357,D06F,4,2
33,,362,,,
33,CA,368,D21C,10,9
33,CA,369,D21D,5,4
33,CA,370,D21F,5,4
33,,371,,,
33,CA,372,D21H,1,1
33,CA,374,E01B,3,3
33,,375,,,
33,CA,377,E01F,3,3
33,,379,,,
33,CA,381,E02D,1,1
33,CA,382,E02F,7,6
33,,384,,,
33,CA,387,E04B,8,9
33,CA,388,E04C,8,6
33,CA,389,E04D,8,9
33,,390,,8,
33,,391,,5,
33,CA,392,E04H,8,6
33,CA,393,E05B,8,6
33,CA,395,E05D,8,8
33,,396,,,
33,CA,398,E06B,1,1
33,CA,400,E21B,2,1
33,,402,,,
33,CA,405,F01C,2,1
33,CA,406,F01D,1,1
33,CA,408,F01L,8,4
33,,410,,,
33,CA,412,F02B,4,2
33,CA,413,F02C,1,1
33,CA,414,F02D,3,1
33,,418,,9,
33,,420,,,
33,,421,,3,
33,CA,423,F03D,9,10
33,CA,426,F04B,10,10
33,CA,427,F04C,6,4
33,CA,428,F04D,6,4
33,CA,430,F15B,10,10
33,CA,433,F16B,1,1
33,CA,434,F16C,6,5
33,CA,435,F16D,7,5
33,CA,436,F16F,3,1
33,CA,437,F16G,2,2
33,CA,438,F16H,3,2
33,,439,,,
33,CA,440,F16K,2,1
33,CA,441,F16L,1,1
33,,442,,,
33,,448,,,
33,,451,,,
33,CA,452,F21L,3,2
33,CA,453,F21S,7,4
33,CA,454,F21V,1,1
33,CA,461,F23D,1,1
33,,468,,,
33,,469,,,
33,CA,470,F23R,1,1
33,,474,,4,
33,CA,475,F24H,5,4
33,,477,,,
33,CA,480,F25B,5,4
33,CA,482,F25D,4,3
33,,483,,,
33,CA,484,F26B,5,3
33,CA,485,F27B,8,8
33,,489,,,
33,CA,490,F28F,10,9
33,,492,,3,
33,,493,,,
33,CA,497,F41H,4,4
33,CA,499,F42B,6,6
33,CA,502,G01B,1,1
33,CA,503,G01C,4,3
33,CA,504,G01D,8,7
33,CA,505,G01F,2,1
33,,506,,,
33,CA,508,G01J,4,3
33,CA,509,G01K,10,10
33,,510,,,
33,CA,511,G01M,9,9
33,CA,512,G01N,1,1
33,CA,513,G01P,5,4
33,CA,514,G01Q,6,5
33,CA,515,G01R,2,1
33,CA,516,G01S,2,2
33,CA,517,G01T,9,8
33,CA,518,G01V,2,2
33,CA,520,G02B,1,1
33,CA,521,G02C,4,3
33,CA,522,G02F,2,2
33,CA,523,G03B,8,7
33,CA,524,G03C,2,1
33,CA,526,G03F,4,3
33,CA,527,G03G,1,1
33,CA,535,G05B,7,6
33,CA,536,G05D,10,9
33,,537,,,
33,CA,542,G06F,1,1
33,CA,545,G06K,2,2
33,CA,547,G06N,4,3
33,CA,548,G06Q,1,1
33,CA,549,G06T,1,1
33,CA,550,G07B,3,3
33,,551,,,
33,CA,552,G07D,9,9
33,CA,553,G07F,4,3
33,CA,555,G08B,1,1
33,,556,,,
33,CA,557,G08G,2,2
33,CA,558,G09B,6,5
33,,561,,,
33,CA,562,G09G,1,1
33,,565,,8,
33,CA,568,G10H,9,8
33,CA,569,G10K,10,9
33,CA,570,G10L,3,2
33,CA,571,G11B,2,1
33,CA,572,G11C,1,1
33,CA,579,G21C,2,2
33,CA,586,H01B,4,4
33,CA,587,H01C,5,4
33,CA,588,H01F,9,9
33,CA,589,H01G,1,1
33,CA,590,H01H,4,3
33,CA,591,H01J,2,2
33,CA,593,H01L,1,1
33,CA,594,H01M,1,1
33,CA,595,H01P,2,2
33,CA,596,H01Q,1,1
33,CA,597,H01R,4,3
33,CA,598,H01S,1,1
33,CA,600,H02B,6,3
33,CA,601,H02G,7,6
33,CA,602,H02H,1,1
33,CA,603,H02J,6,5
33,CA,604,H02K,9,8
33,CA,605,H02M,5,3
33,,606,,,
33,CA,607,H02P,1,1
33,CA,609,H03B,9,8
33,,611,,,
33,CA,612,H03F,5,5
33,,613,,,
33,CA,614,H03H,3,3
33,CA,615,H03J,9,10
33,CA,616,H03K,1,1
33,CA,617,H03L,7,5
33,CA,618,H03M,4,3
33,CA,619,H04B,1,1
33,CA,621,H04J,2,2
33,CA,623,H04L,1,1
33,CA,624,H04M,1,1
33,CA,625,H04N,1,1
33,CA,626,H04Q,3,2
33,CA,627,H04R,3,3
33,CA,628,H04S,1,1
33,CA,629,H04W,1,1
33,CA,630,H05B,1,1
33,CA,635,H05K,3,3
37,,1,,,
37,,3,,,
37,,5,,10,
37,CH,6,A01H,4,6
37,,8,,,
37,CH,11,A01N,5,5
37,,16,,9,
37,,18,,,
37,,19,,10,
37,CH,20,A23F,2,2
37,CH,21,A23G,4,8
37,CH,23,A23K,10,10
37,CH,24,A23L,3,2
37,CH,27,A24B,7,6
37,CH,28,A24C,3,3
37,CH,29,A24D,7,6
37,CH,30,A24F,6,7
37,CH,33,A41D,4,4
37,,39,,,
37,CH,42,A44B,1,1
37,,43,,,
37,CH,46,A45D,4,7
37,CH,48,A46B,8,8
37,CH,50,A47B,8,7
37,CH,51,A47C,3,3
37,CH,56,A47J,5,3
37,CH,57,A47K,7,8
37,CH,58,A47L,9,9
37,CH,59,A61B,1,1
37,CH,60,A61C,2,3
37,CH,62,A61F,1,1
37,,63,,4,
37,,64,,5,
37,CH,65,A61J,1,1
37,CH,66,A61K,1,1
37,CH,67,A61L,2,2
37,CH,68,A61M,1,1
37,CH,69,A61N,3,2
37,CH,71,A61Q,9,9
37,,75,,10,
37,,76,,,
37,CH,78,A63F,8,7
37,CH,80,A63H,8,10
37,CH,84,B01D,1,1
37,CH,85,B01F,2,2
37,CH,86,B01J,1,1
37,CH,87,B01L,4,3
37,CH,89,B02C,2,2
37,,91,,,
37,CH,95,B05B,3,4
37,CH,97,B05D,4,4
37,CH,106,B21D,1,1
37,CH,110,B21J,6,6
37,CH,113,B22C,9,8
37,CH,114,B22D,2,1
37,,115,,,
37,CH,116,B23B,10,9
37,,118,,1,
37,CH,119,B23F,9,9
37,CH,121,B23H,7,7
37,CH,122,B23K,10,10
37,,123,,,
37,CH,124,B23Q,8,7
37,,125,,,
37,CH,128,B25B,7,7
37,CH,129,B25C,1,1
37,CH,130,B25D,7,8
37,CH,131,B25F,6,7
37,,134,,,
37,,135,,,
37,CH,136,B26D,8,7
37,,138,,5,
37,CH,151,B28D,3,2
37,CH,152,B29B,3,4
37,CH,153,B29C,1,1
37,CH,154,B29D,5,4
37,CH,161,B32B,1,3
37,,164,,8,
37,CH,166,B41F,2,3
37,CH,168,B41J,7,6
37,CH,171,B41M,3,3
37,,175,,,
37,,176,,,
37,CH,185,B60C,8,8
37,CH,189,B60H,7,6
37,CH,190,B60J,8,9
37,,191,,,
37,CH,192,B60L,3,3
37,CH,194,B60N,6,8
37,CH,196,B60Q,6,9
37,,197,,1,
37,,198,,,
37,CH,199,B60T,2,3
37,,201,,,
37,CH,213,B62D,5,4
37,CH,216,B62K,6,5
37,,218,,,
37,CH,219,B63B,5,6
37,,222,,,
37,CH,225,B64C,6,4
37,,226,,,
37,,228,,10,
37,CH,229,B65B,3,2
37,CH,231,B65D,1,1
