pair,fiveyear,totGMIs,rank
"LU-LU","2001-05",0,656
"LU-LU","2006-10",0,754
"LU-LU","2011-15",0,830
"LV-IL","2006-10",2,512
"LV-LV","1986-90",0,337
"LV-LV","1991-95",0,432
"LV-LV","1996-00",0,562
"LV-LV","2001-05",0,646
"LV-LV","2006-10",0,778
"LV-LV","2011-15",0,841
"LY-GB","2006-10",1,656
"LY-LB","2006-10",1,636
"MA-BE","2001-05",1,499
"MA-CA","2001-05",1,576
"MA-CH","2006-10",1,523
"MA-DE","2006-10",1,589
"MA-FR","1986-90",1,284
"MA-FR","2001-05",1,492
"MA-FR","2006-10",1,587
"MA-SA","2011-15",1,718
"MA-US","1991-95",2,219
"MA-US","1996-00",2,315
"MA-US","2006-10",1,598
"MA-US","2011-15",2,542
"MC-CA","1991-95",1,299
"MC-CA","1996-00",1,501
"MC-CN","1986-90",3,152
"MC-CN","1991-95",3,197
"MC-CN","1996-00",4,244
"MC-CN","2001-05",6,244
"MC-CN","2006-10",1,612
"MC-DE","1996-00",4,237
"MC-FR","1991-95",3,194
"MC-FR","1996-00",2,311
"MC-FR","2001-05",2,385
"MC-GB","2001-05",1,537
"MC-MC","1986-90",0,344
"MC-MC","1991-95",0,457
"MC-MC","1996-00",0,551
"MC-MC","2006-10",0,771
"MD-RO","2006-10",1,541
"MD-US","1991-95",3,188
"MD-US","2006-10",1,575
"MD-US","2011-15",1,631
"ME-MX","2001-05",1,597
"ME-MX","2011-15",1,763
"ME-US","2006-10",1,667
"MG-FR","1986-90",1,242
"MH-IN","2011-15",4,384
"MH-US","2011-15",1,716
"MI-CA","1996-00",1,361
"MI-JP","2006-10",1,737
"MI-TW","2011-15",1,689
"MI-US","1986-90",4,111
"MI-US","1991-95",10,92
"MI-US","1996-00",1,454
"MI-US","2001-05",1,579
"MK-MX","2011-15",1,600
"MK-NO","2011-15",1,784
"MK-US","2011-15",1,657
"ML-JP","1996-00",2,303
"ML-JP","2011-15",1,788
"ML-MY","2001-05",7,220
"ML-MY","2006-10",4,335
"ML-MY","2011-15",1,692
"ML-PH","2006-10",1,578
"MN-US","1986-90",1,287
"MN-US","1991-95",4,173
"MN-US","2011-15",5,375
"MO-CN","2011-15",19,182
"MO-HK","2006-10",1,573
"MO-IN","2011-15",1,765
"MO-MC","1991-95",2,244
"MO-US","1986-90",1,279
"MO-US","1991-95",1,335
"MO-US","2006-10",2,440
"MO-US","2011-15",7,318
"MT-CA","2011-15",2,547
"MT-CH","2011-15",1,806
"MT-DE","2001-05",1,546
"MT-DE","2006-10",1,628
"MT-DE","2011-15",1,769
"MT-GB","1991-95",1,374
"MT-GB","2001-05",2,386
"MT-HK","2011-15",1,656
"MT-IE","2001-05",1,440
"MT-MT","2006-10",0,757
"MT-MT","2011-15",0,897
"MX-AR","2001-05",2,372
"MX-AR","2011-15",1,633
"MX-AT","2006-10",2,494
"MX-AU","2006-10",1,717
"MX-CA","1991-95",2,239
"MX-CA","1996-00",6,199
"MX-CA","2001-05",2,416
"MX-CA","2006-10",2,492
"MX-CA","2011-15",4,403
"MX-CH","1986-90",1,277
"MX-CH","1996-00",1,433
"MX-CH","2006-10",1,672
"MX-CH","2011-15",2,567
"MX-CN","2006-10",1,706
"MX-CN","2011-15",1,679
"MX-CR","2001-05",3,333
"MX-CU","2006-10",2,517
"MX-DE","1991-95",7,123
"MX-DE","1996-00",10,149
"MX-DE","2001-05",3,329
"MX-DE","2006-10",6,276
"MX-DE","2011-15",4,419
"MX-ES","2001-05",5,245
"MX-ES","2006-10",1,570
"MX-ES","2011-15",4,426
"MX-FR","1991-95",1,321
"MX-FR","2001-05",1,483
"MX-FR","2006-10",2,417
"MX-FR","2011-15",2,505
"MX-GB","1996-00",1,395
"MX-GB","2001-05",2,376
"MX-GB","2006-10",2,416
"MX-GB","2011-15",6,338
"MX-GI","2006-10",1,660
"MX-HU","1996-00",1,476
"MX-IT","1986-90",1,275
"MX-IT","2001-05",1,449
"MX-IT","2011-15",1,681
"MX-JP","2006-10",4,332
"MX-JP","2011-15",7,327
"MX-KR","1996-00",1,373
"MX-KR","2001-05",1,560
"MX-MX","1986-90",0,363
"MX-MX","1991-95",0,410
"MX-MX","1996-00",0,565
"MX-MX","2001-05",0,641
"MX-MX","2006-10",0,750
"MX-MX","2011-15",0,854
"MY-AE","2006-10",7,257
"MY-AM","2011-15",15,213
"MY-AU","1991-95",1,284
"MY-AU","1996-00",3,261
"MY-AU","2001-05",1,514
"MY-AU","2006-10",1,638
"MY-AU","2011-15",5,358
"MY-BE","2011-15",3,429
"MY-BR","2011-15",1,639
"MY-CA","1991-95",1,355
"MY-CA","2001-05",4,284
"MY-CA","2006-10",4,346
"MY-CA","2011-15",7,313
"MY-CH","2006-10",1,614
"MY-CH","2011-15",1,753
"MY-CN","2001-05",5,256
"MY-CN","2006-10",13,191
"MY-CN","2011-15",15,220
"MY-DE","1991-95",4,160
"MY-DE","1996-00",1,428
"MY-DE","2001-05",15,144
"MY-DE","2006-10",9,234
"MY-DE","2011-15",8,290
"MY-DK","1991-95",2,247
"MY-DK","2006-10",2,480
"MY-FR","1996-00",1,423
"MY-FR","2001-05",2,353
"MY-FR","2006-10",1,699
"MY-FR","2011-15",1,653
"MY-GB","1996-00",5,228
"MY-GB","2001-05",5,250
"MY-GB","2006-10",2,505
"MY-GB","2011-15",8,294
"MY-HK","1991-95",1,274
"MY-IE","2006-10",1,611
"MY-IL","1991-95",1,395
"MY-IN","1996-00",1,443
"MY-IN","2006-10",5,302
"MY-IN","2011-15",5,379
"MY-IT","2001-05",1,510
"MY-IT","2006-10",1,545
"MY-JP","1991-95",3,181
"MY-JP","1996-00",10,155
"MY-JP","2001-05",11,167
"MY-JP","2006-10",11,213
"MY-JP","2011-15",17,200
"MY-KR","2001-05",6,228
"MY-KR","2006-10",2,420
"MY-KR","2011-15",2,579
"MY-LI","2006-10",1,583
"MY-LU","1996-00",1,488
"MY-MY","1986-90",0,341
"MY-MY","1991-95",0,439
"MY-MY","1996-00",0,574
"MY-MY","2001-05",0,624
"MY-MY","2006-10",0,824
"MY-MY","2011-15",0,862
"NC-CN","2011-15",1,774
"NC-FR","1986-90",1,211
"NC-JP","1986-90",1,231
"NC-US","1986-90",7,83
"NC-US","1991-95",5,140
"NC-US","1996-00",2,302
"NC-US","2006-10",2,479
"NC-US","2011-15",2,569
"NE-NL","1986-90",1,247
"NE-NL","1996-00",1,391
"NE-NL","2006-10",2,467
"NE-US","2006-10",1,610
"NE-US","2011-15",1,615
"NG-BR","2001-05",1,593
"NG-CN","2011-15",1,729
"NG-DE","1986-90",1,229
"NG-GB","2011-15",1,686
"NG-NG","1996-00",0,582
"NJ-US","1986-90",1,202
"NJ-US","1991-95",2,265
"NL-AE","2006-10",1,663
"NL-AE","2011-15",1,664
"NL-AT","1986-90",5,103
"NL-AT","1991-95",3,178
"NL-AT","1996-00",11,146
"NL-AT","2001-05",10,185
"NL-AT","2006-10",13,187
"NL-AT","2011-15",30,139
"NL-AU","1991-95",2,249
"NL-AU","1996-00",2,305
"NL-AU","2001-05",9,188
"NL-AU","2006-10",22,143
"NL-AU","2011-15",19,184
"NL-BE","1986-90",37,31
"NL-BE","1991-95",39,41
"NL-BE","1996-00",74,44
"NL-BE","2001-05",171,35
"NL-BE","2006-10",150,51
"NL-BE","2011-15",205,47
"NL-BG","2001-05",2,408
"NL-BR","1996-00",1,437
"NL-BR","2001-05",1,517
"NL-BR","2006-10",2,500
"NL-BR","2011-15",5,378
"NL-CA","1986-90",3,146
"NL-CA","1991-95",2,246
"NL-CA","1996-00",17,104
"NL-CA","2001-05",11,175
"NL-CA","2006-10",22,144
"NL-CA","2011-15",38,118
"NL-CH","1986-90",13,57
"NL-CH","1991-95",17,68
"NL-CH","1996-00",35,69
"NL-CH","2001-05",35,94
"NL-CH","2006-10",41,103
"NL-CH","2011-15",62,97
"NL-CN","1996-00",3,262
"NL-CN","2001-05",18,128
"NL-CN","2006-10",66,77
"NL-CN","2011-15",260,40
"NL-CO","2006-10",1,569
"NL-CR","1991-95",1,340
"NL-CZ","2006-10",2,504
"NL-DE","1986-90",48,23
"NL-DE","1991-95",58,32
"NL-DE","1996-00",113,34
"NL-DE","2001-05",155,40
"NL-DE","2006-10",284,28
"NL-DE","2011-15",479,26
"NL-DK","1986-90",5,100
"NL-DK","1991-95",1,371
"NL-DK","1996-00",2,285
"NL-DK","2001-05",1,540
"NL-DK","2006-10",12,194
"NL-DK","2011-15",9,280
"NL-EE","2001-05",1,564
"NL-ES","1986-90",1,291
"NL-ES","1991-95",2,232
"NL-ES","1996-00",1,469
"NL-ES","2001-05",4,292
"NL-ES","2006-10",7,258
"NL-ES","2011-15",8,291
"NL-FI","1991-95",1,388
"NL-FI","1996-00",1,463
"NL-FI","2001-05",4,269
"NL-FI","2006-10",15,178
"NL-FI","2011-15",8,306
"NL-FR","1986-90",15,51
"NL-FR","1991-95",15,75
"NL-FR","1996-00",34,72
"NL-FR","2001-05",29,102
"NL-FR","2006-10",62,81
"NL-FR","2011-15",56,102
"NL-GB","1986-90",43,27
"NL-GB","1991-95",50,38
"NL-GB","1996-00",71,46
"NL-GB","2001-05",102,49
"NL-GB","2006-10",103,57
"NL-GB","2011-15",109,71
"NL-GR","1996-00",2,339
"NL-GR","2006-10",1,733
"NL-GR","2011-15",2,551
"NL-HK","2001-05",1,603
"NL-HK","2006-10",1,562
"NL-HK","2011-15",4,391
"NL-HU","1991-95",1,336
"NL-HU","2001-05",2,379
"NL-HU","2011-15",1,623
"NL-ID","1996-00",1,400
"NL-IE","1986-90",1,272
"NL-IE","1996-00",3,267
"NL-IE","2001-05",1,520
"NL-IE","2006-10",4,343
"NL-IE","2011-15",10,268
"NL-IL","1991-95",1,378
"NL-IL","1996-00",2,306
"NL-IL","2001-05",2,347
"NL-IL","2006-10",4,344
"NL-IL","2011-15",17,202
"NL-IN","1996-00",1,411
"NL-IN","2001-05",5,249
"NL-IN","2006-10",10,222
"NL-IN","2011-15",31,137
"NL-IS","1986-90",1,250
"NL-IT","1986-90",2,174
"NL-IT","1991-95",4,166
"NL-IT","1996-00",8,182
"NL-IT","2001-05",5,251
"NL-IT","2006-10",19,158
"NL-IT","2011-15",33,130
"NL-JP","1986-90",16,48
"NL-JP","1991-95",16,70
"NL-JP","1996-00",14,122
"NL-JP","2001-05",31,97
"NL-JP","2006-10",41,102
"NL-JP","2011-15",50,109
"NL-KR","1991-95",1,323
"NL-KR","2001-05",6,239
"NL-KR","2006-10",12,192
"NL-KR","2011-15",11,252
"NL-LU","1996-00",2,289
"NL-LU","2006-10",1,740
"NL-LU","2011-15",1,789
"NL-MT","2011-15",1,659
"NL-MY","2001-05",3,340
"NL-MY","2006-10",2,493
"NL-MY","2011-15",3,465
"NL-NL","1986-90",0,329
"NL-NL","1991-95",0,436
"NL-NL","1996-00",0,560
"NL-NL","2001-05",0,648
"NL-NL","2006-10",0,823
"NL-NL","2011-15",0,847
"NM-US","1986-90",2,182
"NM-US","1991-95",5,141
"NM-US","1996-00",4,249
"NM-US","2001-05",1,452
"NO-AE","2001-05",1,553
"NO-AE","2011-15",2,568
"NO-AT","2001-05",2,420
"NO-AT","2006-10",2,508
"NO-AT","2011-15",4,414
"NO-AU","1991-95",1,268
"NO-AU","2006-10",7,263
"NO-AU","2011-15",10,264
"NO-BE","1991-95",2,236
"NO-BE","1996-00",8,173
"NO-BE","2001-05",11,168
"NO-BE","2006-10",2,466
"NO-BE","2011-15",1,810
"NO-BR","2011-15",4,381
"NO-CA","1986-90",1,294
"NO-CA","1996-00",2,322
"NO-CA","2001-05",8,204
"NO-CA","2006-10",6,278
"NO-CA","2011-15",11,263
"NO-CH","1986-90",1,269
"NO-CH","1991-95",4,162
"NO-CH","1996-00",1,450
"NO-CH","2006-10",10,218
"NO-CH","2011-15",7,326
"NO-CN","1996-00",1,465
"NO-CN","2006-10",7,261
"NO-CN","2011-15",12,249
"NO-DE","1986-90",4,125
"NO-DE","1991-95",15,71
"NO-DE","1996-00",11,145
"NO-DE","2001-05",14,154
"NO-DE","2006-10",25,140
"NO-DE","2011-15",18,189
"NO-DK","1986-90",1,292
"NO-DK","1991-95",5,146
"NO-DK","1996-00",12,137
"NO-DK","2001-05",12,162
"NO-DK","2006-10",4,334
"NO-DK","2011-15",18,192
"NO-ES","1996-00",1,368
"NO-ES","2006-10",3,382
"NO-ES","2011-15",1,748
"NO-FI","1986-90",2,179
"NO-FI","1991-95",1,333
"NO-FI","1996-00",7,190
"NO-FI","2001-05",2,415
"NO-FI","2006-10",3,370
"NO-FI","2011-15",3,453
"NO-FR","1986-90",3,154
"NO-FR","1991-95",3,196
"NO-FR","1996-00",9,165
"NO-FR","2001-05",4,300
"NO-FR","2006-10",15,170
"NO-FR","2011-15",5,362
"NO-GB","1986-90",5,98
"NO-GB","1991-95",4,171
"NO-GB","1996-00",13,128
"NO-GB","2001-05",21,116
"NO-GB","2006-10",37,110
"NO-GB","2011-15",36,121
"NO-HU","1991-95",2,254
"NO-IE","2001-05",1,522
"NO-IE","2006-10",2,449
"NO-IE","2011-15",1,690
"NO-IL","1996-00",1,475
"NO-IL","2001-05",1,580
"NO-IL","2006-10",2,495
"NO-IL","2011-15",2,526
"NO-IN","2011-15",3,476
"NO-IT","1996-00",1,530
"NO-IT","2001-05",8,205
"NO-IT","2006-10",1,585
"NO-IT","2011-15",1,727
"NO-JP","1986-90",4,126
"NO-JP","1991-95",6,135
"NO-JP","1996-00",4,241
"NO-JP","2001-05",2,390
"NO-JP","2006-10",6,294
"NO-JP","2011-15",6,342
"NO-KR","2006-10",1,595
"NO-KR","2011-15",2,552
"NO-NL","1996-00",2,342
"NO-NL","2006-10",5,297
"NO-NL","2011-15",4,416
"NO-NO","1986-90",0,320
"NO-NO","1991-95",0,445
"NO-NO","1996-00",0,575
"NO-NO","2001-05",0,627
"NO-NO","2006-10",0,755
"NO-NO","2011-15",0,833
"NP-IN","2011-15",2,565
"NP-US","2011-15",1,640
"NR-JP","2001-05",1,545
"NR-NO","1986-90",1,244
"NR-NO","1991-95",1,370
"NR-NO","2001-05",2,394
"NR-NO","2006-10",1,571
"NR-NO","2011-15",1,797
"NR-US","2001-05",1,554
"NY-JP","1991-95",1,329
"NY-US","1986-90",3,133
"NY-US","1991-95",9,98
"NY-US","1996-00",1,402
"NY-US","2011-15",4,427
"NZ-AT","2011-15",2,506
"NZ-AU","1991-95",1,353
"NZ-AU","1996-00",19,98
"NZ-AU","2001-05",17,139
"NZ-AU","2006-10",18,163
"NZ-AU","2011-15",23,162
"NZ-BE","2011-15",3,448
"NZ-BR","2011-15",1,743
"NZ-CA","1986-90",1,262
"NZ-CA","1991-95",6,137
"NZ-CA","1996-00",2,294
"NZ-CA","2001-05",23,112
"NZ-CA","2006-10",21,149
"NZ-CA","2011-15",30,138
"NZ-CH","1996-00",4,248
"NZ-CH","2001-05",1,533
"NZ-CH","2006-10",9,225
"NZ-CH","2011-15",3,442
"NZ-CN","2001-05",3,325
"NZ-CN","2006-10",11,212
"NZ-CN","2011-15",9,283
"NZ-CZ","2011-15",2,590
"NZ-DE","1986-90",1,246
"NZ-DE","1991-95",3,204
"NZ-DE","1996-00",12,132
"NZ-DE","2001-05",6,227
"NZ-DE","2006-10",14,182
"NZ-DE","2011-15",22,166
"NZ-FI","1986-90",1,295
"NZ-FR","1991-95",1,365
"NZ-FR","1996-00",1,504
"NZ-FR","2001-05",2,388
"NZ-FR","2006-10",5,309
"NZ-FR","2011-15",6,351
"NZ-GB","1986-90",12,59
"NZ-GB","1991-95",14,77
"NZ-GB","1996-00",34,71
"NZ-GB","2001-05",58,63
"NZ-GB","2006-10",54,90
"NZ-GB","2011-15",48,110
"NZ-HK","1991-95",1,382
"NZ-HK","2001-05",2,380
"NZ-HK","2006-10",2,419
"NZ-HK","2011-15",5,374
"NZ-IE","1991-95",1,341
"NZ-IE","1996-00",2,332
"NZ-IE","2001-05",2,381
"NZ-IE","2011-15",4,422
"NZ-IL","2001-05",3,322
"NZ-IS","2001-05",1,506
"NZ-IS","2006-10",3,392
"NZ-JP","2001-05",2,345
"NZ-JP","2006-10",2,459
"NZ-JP","2011-15",6,356
"NZ-KR","2001-05",3,317
"NZ-KR","2006-10",2,475
"NZ-KR","2011-15",2,524
"NZ-MY","2006-10",1,568
"NZ-NL","1986-90",1,239
"NZ-NL","1991-95",1,281
"NZ-NL","1996-00",8,174
"NZ-NL","2001-05",9,199
"NZ-NL","2006-10",6,290
"NZ-NL","2011-15",8,286
"NZ-NZ","1986-90",0,330
"NZ-NZ","1991-95",0,446
"NZ-NZ","1996-00",0,576
"NZ-NZ","2001-05",0,669
"NZ-NZ","2006-10",0,829
"NZ-NZ","2011-15",0,885
"OA-IT","2006-10",2,448
"OA-IT","2011-15",1,609
"OH-IT","2011-15",1,594
"OH-JP","2011-15",1,807
"OH-US","1986-90",1,288
"OH-US","1991-95",8,110
"OH-US","1996-00",1,417
"OK-US","1996-00",1,401
"OM-CA","1991-95",1,399
"OM-CA","2006-10",1,666
"OM-DE","1996-00",1,479
"OM-GB","1996-00",1,398
"OM-GB","2001-05",1,478
"OM-GB","2006-10",1,531
"OM-MY","2011-15",1,758
"OM-OM","2001-05",0,660
"OM-OM","2006-10",0,801
"PA-CA","2011-15",1,733
"PA-CN","2011-15",1,665
"PA-GB","1991-95",2,243
"PA-IT","1996-00",5,229
"PA-IT","2001-05",1,544
"PA-JP","2011-15",1,649
"PA-PH","1996-00",1,471
"PA-US","1986-90",4,108
"PA-US","1991-95",7,119
"PA-US","1996-00",1,371
"PA-US","2001-05",1,521
"PA-US","2006-10",3,377
"PA-US","2011-15",1,761
"PE-CA","2006-10",1,657
"PE-CL","2011-15",2,585
"PE-DE","1996-00",1,376
"PE-NL","2001-05",1,442
"PE-PE","2011-15",0,878
"PF-FR","2011-15",1,666
"PG-DE","1996-00",1,459
"PG-JP","1991-95",1,287
"PH-AU","1996-00",1,360
"PH-AU","2001-05",1,472
"PH-AU","2011-15",3,434
"PH-CA","1986-90",1,270
"PH-CA","2011-15",3,468
"PH-CH","2006-10",1,563
"PH-CN","2006-10",5,316
"PH-CN","2011-15",2,584
"PH-ES","2011-15",2,573
"PH-GB","2001-05",3,323
"PH-GB","2011-15",4,393
"PH-HK","2006-10",8,242
"PH-HK","2011-15",1,804
"PH-ID","2006-10",3,366
"PH-IL","1996-00",1,453
"PH-IL","2011-15",1,629
"PH-IN","2011-15",1,795
"PH-JP","1996-00",2,357
"PH-JP","2006-10",1,565
"PH-JP","2011-15",7,319
"PH-KR","2001-05",2,369
"PH-MY","2006-10",2,432
"PH-MY","2011-15",1,702
"PH-PH","1986-90",0,343
"PH-PH","1991-95",0,459
"PH-PH","1996-00",0,559
"PH-PH","2001-05",0,663
"PH-PH","2006-10",0,772
"PH-PH","2011-15",0,867
"PK-CA","2006-10",1,548
"PK-CA","2011-15",4,383
"PK-DE","1996-00",1,383
"PK-DE","2006-10",1,661
"PK-FI","2011-15",1,691
"PK-GB","2011-15",3,447
"PK-IE","2011-15",1,660
"PK-JP","2001-05",1,557
"PK-PK","1996-00",0,536
"PK-PK","2001-05",0,655
"PK-PK","2006-10",0,789
"PK-PK","2011-15",0,881
"PL-AT","1991-95",1,393
"PL-AT","2011-15",3,470
"PL-AU","2006-10",1,566
"PL-AU","2011-15",1,602
"PL-BE","2001-05",1,604
"PL-BE","2011-15",1,644
"PL-CA","1991-95",2,257
"PL-CA","1996-00",3,274
"PL-CA","2001-05",1,445
"PL-CA","2006-10",2,490
"PL-CA","2011-15",4,390
"PL-CH","2006-10",3,389
"PL-CH","2011-15",11,260
"PL-CN","2006-10",5,324
"PL-CN","2011-15",4,406
"PL-DE","1986-90",1,207
"PL-DE","1991-95",3,198
"PL-DE","1996-00",1,387
"PL-DE","2001-05",2,346
"PL-DE","2006-10",13,189
"PL-DE","2011-15",16,204
"PL-ES","2011-15",1,749
"PL-FI","2006-10",3,385
"PL-FI","2011-15",1,751
"PL-FR","2006-10",1,644
"PL-FR","2011-15",1,612
"PL-GB","1991-95",1,330
"PL-GB","1996-00",1,438
"PL-GB","2006-10",2,471
"PL-GB","2011-15",6,340
"PL-IE","2011-15",2,530
"PL-IL","2011-15",1,637
"PL-IT","1996-00",1,480
"PL-JP","2006-10",2,435
"PL-JP","2011-15",3,452
"PL-NL","1996-00",1,384
"PL-NL","2001-05",2,413
"PL-NL","2006-10",2,450
"PL-NL","2011-15",1,701
"PL-PL","1986-90",0,350
"PL-PL","1991-95",0,440
"PL-PL","1996-00",0,586
"PL-PL","2001-05",0,686
"PL-PL","2006-10",0,799
"PL-PL","2011-15",0,895
"PR-BE","1991-95",1,286
"PR-CA","1996-00",1,420
"PR-FR","2001-05",1,464
"PR-US","1986-90",3,130
"PR-US","1991-95",6,133
"PR-US","1996-00",13,127
"PR-US","2001-05",4,277
"PR-US","2006-10",3,401
"PR-US","2011-15",2,536
"PT-BR","2001-05",2,384
"PT-BR","2006-10",1,550
"PT-BR","2011-15",1,698
"PT-CA","2011-15",1,811
"PT-CH","2001-05",1,489
"PT-CN","2006-10",2,463
"PT-DE","1986-90",1,259
"PT-DE","2001-05",2,354
"PT-DE","2006-10",1,730
"PT-DE","2011-15",1,736
"PT-ES","2011-15",2,589
"PT-FI","2011-15",1,632
"PT-FR","2001-05",3,305
"PT-FR","2011-15",2,563
"PT-GB","1986-90",1,308
"PT-GB","1996-00",2,326
"PT-GB","2001-05",4,282
"PT-GB","2006-10",1,689
"PT-GB","2011-15",2,499
"PT-IN","2006-10",1,668
"PT-IN","2011-15",1,794
"PT-NL","2006-10",1,654
"PT-PT","1986-90",0,365
"PT-PT","1991-95",0,400
"PT-PT","1996-00",0,578
"PT-PT","2001-05",0,613
"PT-PT","2006-10",0,792
"PT-PT","2011-15",0,842
"PY-US","2011-15",1,715
"QA-CA","2011-15",8,296
"QA-DK","2006-10",1,554
"QA-DK","2011-15",7,315
"QA-EG","2011-15",1,675
"QA-FI","2001-05",1,523
"QA-FR","2011-15",1,726
"QA-GB","2006-10",1,670
"QA-GB","2011-15",4,380
"QA-IE","2011-15",1,693
"QA-QA","2006-10",0,777
"QA-QA","2011-15",0,905
"RE-IL","2011-15",1,663
"RO-AT","2011-15",4,421
"RO-BE","2001-05",2,430
"RO-BE","2006-10",2,483
"RO-CA","1991-95",1,313
"RO-CA","1996-00",1,497
"RO-CA","2001-05",1,496
"RO-CA","2011-15",2,550
"RO-CZ","2011-15",1,714
"RO-DE","1991-95",1,267
"RO-DE","1996-00",1,506
"RO-DE","2001-05",3,330
"RO-DE","2006-10",2,415
"RO-DE","2011-15",5,360
"RO-FI","2006-10",1,707
"RO-FI","2011-15",1,710
"RO-FR","2011-15",4,423
"RO-GB","1996-00",2,309
"RO-GB","2006-10",1,581
"RO-GB","2011-15",3,435
"RO-HU","2011-15",1,721
"RO-IE","2006-10",11,201
"RO-IE","2011-15",11,256
"RO-LU","2001-05",1,509
"RO-LU","2006-10",3,374
"RO-RO","1991-95",0,415
"RO-RO","1996-00",0,600
"RO-RO","2001-05",0,680
"RO-RO","2006-10",0,803
"RO-RO","2011-15",0,850
"RP-US","1996-00",1,444
"RS-AT","1991-95",1,394
"RS-BE","1986-90",1,218
"RS-BE","2006-10",1,617
"RS-BE","2011-15",1,641
"RS-CA","2011-15",1,764
"RS-CH","1986-90",1,271
"RS-DE","1986-90",1,201
"RS-DE","1991-95",2,241
"RS-DE","2001-05",2,412
"RS-DE","2011-15",1,605
"RS-HR","1986-90",4,112
"RS-HR","1991-95",22,62
"RS-HR","1996-00",1,456
"RS-HR","2001-05",2,422
"RS-HR","2006-10",4,336
"RS-RS","1986-90",0,353
"RS-RS","1991-95",0,408
"RS-RS","1996-00",0,593
"RS-RS","2001-05",0,674
"RS-RS","2006-10",0,816
"RS-RS","2011-15",0,843
"RU-AR","2006-10",1,593
"RU-AT","1986-90",2,166
"RU-AT","2001-05",2,402
"RU-AT","2006-10",1,745
"RU-AT","2011-15",2,562
"RU-AU","2001-05",1,552
"RU-AU","2006-10",1,602
"RU-AU","2011-15",2,566
"RU-BE","2001-05",1,524
"RU-BE","2006-10",1,729
"RU-BE","2011-15",1,728
"RU-BG","2011-15",2,529
"RU-BY","1991-95",1,351
"RU-BY","1996-00",1,369
"RU-BY","2011-15",2,522
"RU-CA","1996-00",7,194
"RU-CA","2001-05",22,114
"RU-CA","2006-10",15,177
"RU-CA","2011-15",13,235
"RU-CH","1996-00",1,388
"RU-CH","2006-10",1,712
"RU-CH","2011-15",3,474
"RU-CN","2011-15",14,223
"RU-CZ","1996-00",2,320
"RU-DE","1986-90",3,129
"RU-DE","1991-95",10,91
"RU-DE","1996-00",19,99
"RU-DE","2001-05",16,140
"RU-DE","2006-10",30,126
"RU-DE","2011-15",25,155
"RU-DK","2006-10",1,722
"RU-EE","2006-10",5,318
"RU-EE","2011-15",2,544
"RU-ES","1996-00",1,519
"RU-ES","2011-15",1,737
"RU-FI","2001-05",2,399
"RU-FI","2006-10",1,637
"RU-FI","2011-15",4,412
"RU-FR","1991-95",1,320
"RU-FR","1996-00",1,436
"RU-FR","2001-05",8,202
"RU-FR","2006-10",11,204
"RU-FR","2011-15",7,331
"RU-GB","1991-95",1,356
"RU-GB","1996-00",4,247
"RU-GB","2001-05",11,170
"RU-GB","2006-10",8,248
"RU-GB","2011-15",12,240
"RU-HK","1996-00",2,355
"RU-HK","2001-05",1,502
"RU-IE","2001-05",2,393
"RU-IL","1991-95",1,318
"RU-IL","1996-00",11,139
"RU-IL","2001-05",7,218
"RU-IL","2006-10",4,330
"RU-IL","2011-15",12,245
"RU-IN","2011-15",3,473
"RU-IT","1991-95",1,359
"RU-IT","2001-05",3,307
"RU-IT","2011-15",2,548
"RU-JP","2001-05",1,484
"RU-JP","2006-10",5,319
"RU-JP","2011-15",2,535
"RU-KR","1986-90",1,221
"RU-KR","1996-00",6,210
"RU-KR","2001-05",10,184
"RU-KR","2006-10",21,146
"RU-KR","2011-15",20,175
"RU-LT","2011-15",1,755
"RU-LV","1991-95",4,163
"RU-LV","1996-00",2,344
"RU-LV","2006-10",10,215
"RU-LV","2011-15",1,617
"RU-MY","2006-10",3,387
"RU-MY","2011-15",2,512
"RU-NL","2006-10",1,725
"RU-NL","2011-15",22,165
"RU-NO","1991-95",3,183
"RU-NO","1996-00",1,377
"RU-NO","2001-05",1,503
"RU-NO","2006-10",2,437
"RU-NO","2011-15",2,558
"RU-RO","1996-00",1,484
"RU-RO","2001-05",3,313
"RU-RO","2006-10",14,184
"RU-RO","2011-15",1,654
"RU-RU","1986-90",0,359
"RU-RU","1991-95",0,456
"RU-RU","1996-00",0,570
"RU-RU","2001-05",0,619
"RU-RU","2006-10",0,812
"RU-RU","2011-15",0,893
"SA-AU","1991-95",1,293
"SA-AU","2006-10",3,402
"SA-AU","2011-15",1,670
"SA-BR","2011-15",1,787
"SA-CA","1991-95",2,248
"SA-CA","1996-00",4,251
"SA-CA","2001-05",2,359
"SA-CA","2006-10",10,221
"SA-CA","2011-15",21,173
"SA-CH","2001-05",3,336
"SA-CH","2011-15",2,534
"SA-CN","2006-10",5,300
"SA-CN","2011-15",37,120
"SA-DE","2001-05",2,374
"SA-DE","2006-10",5,317
"SA-DE","2011-15",8,295
"SA-EG","2006-10",2,507
"SA-EG","2011-15",8,292
"SA-FR","1996-00",1,473
"SA-FR","2001-05",1,532
"SA-FR","2006-10",4,341
"SA-FR","2011-15",21,169
"SA-GB","1986-90",1,260
"SA-GB","1991-95",1,304
"SA-GB","1996-00",9,168
"SA-GB","2001-05",2,429
"SA-GB","2006-10",8,245
"SA-GB","2011-15",11,250
"SA-HK","1996-00",1,485
"SA-IL","2006-10",1,639
"SA-IN","1996-00",1,495
